payment_id,user_id,payment_date,amount,status,gateway,failure_reason
1dd82930-c61d-494c-bd8f-26886f33d5e0,5593ce91-2ad1-4fad-be7f-f3b6d49f28f2,2024-12-08,9915.85,success,stripe,
bdae629a-bb96-4f87-984d-7cc883d6f83a,668bdcc8-a0f1-4f6b-9538-9f5adff10300,2024-07-15,9591.36,success,razorpay,
e6b4e80f-8b52-4775-84ef-4b8436de93f1,ec4915c7-d959-40a2-b8b5-0a0a3a360b36,2024-06-27,895.52,refunded,razorpay,network_error
3b2f5828-cb9e-440d-abeb-d0d907593689,6bedaecb-99c1-4eb0-bb0b-64184c4aab94,2023-11-05,488.38,success,razorpay,
1db46ab8-4998-4b5a-a01e-498892e80111,19e1828a-6087-4a31-8e73-7ed1b3588e38,2024-07-28,8973.96,success,stripe,
9a9a4486-3e1e-4c73-a3dc-b10b9f81f5ad,bd9c084f-9597-4a23-85b9-841b7c91333f,2024-08-29,6363.63,success,stripe,
c3451233-26a2-4142-af02-10d43c4ecb57,38cdd9ac-fa4c-4197-bdef-e6949236f2c1,2024-03-19,15120.32,success,stripe,
f8592f8b-da5f-47f7-a86c-fb7151e42248,f37bfe3d-4fe4-45a0-88b4-28ca6551d91d,2024-03-04,6397.84,success,stripe,
2a5ba871-38ca-4a11-8e36-702fd290a2b3,b2f61186-3de3-4da6-bcb7-1991797821a1,2024-09-11,6354.68,success,bank_transfer,
449e864f-5b1b-4f8a-83e8-10c4f9a4c3ac,b74b93ae-6b36-4ae3-b69a-b7734487fae7,2024-02-13,6572.11,success,razorpay,
9e26e3e7-4851-4943-a47b-6b0925253f01,1420093e-818d-4c53-a66e-7617913600c8,2024-07-17,5410.96,failed,bank_transfer,insufficient_funds
178ebe62-e451-478a-a49c-18782fbdac3b,1b82b226-bbf1-4cc6-81a4-1ed49972f47a,2023-10-16,1500.75,success,bank_transfer,
ec011128-1297-4b09-8968-1463f62f91de,6b1920d0-559c-4356-90df-b09edc95675c,2024-08-02,552.44,refunded,razorpay,bank_error
b3d7ec24-1a12-45a0-b589-1c79c6414aaa,d75c8d4c-5fb2-4c87-97e3-f1e6977506c2,2024-11-11,8224.32,refunded,razorpay,insufficient_funds
ee542472-b668-4478-98a8-2be27818dfc3,f29c4677-c2e0-4469-9e0f-40bb4af8f441,2024-12-21,8195.22,success,stripe,
3c8a7fca-0edb-4180-845c-8cb8c125629b,4df040bd-c72e-489c-8b29-c398f68625d5,2023-07-24,2282.67,failed,razorpay,bank_error
8e9af9ff-5d28-40fd-a016-8cf0c8155f3d,dadf8591-b5dc-4bd8-b28c-01f01d3a121b,2024-04-19,6815.14,pending,paypal,
4fbba7b3-8796-4ba8-9da6-f84f3ad4a33b,ad3ae733-b17f-4ada-aa12-ae4f970d7ad7,2024-08-09,1458.56,success,bank_transfer,
16210127-b46c-4b67-a0a9-5d34ac037416,85d8f44e-21ef-4719-b78c-6ef3a0fd82d4,2024-12-13,3420.49,success,paypal,
d33d2626-45b7-4b9d-a3bf-771409a34423,7c010ff2-f259-4473-8bbd-6d001fcf6c4b,2024-10-03,6992.33,success,stripe,
a0661929-9d6a-409b-80bf-2440652585b2,e8c6e5de-c219-45d1-81e8-fe43a15fbe54,2024-11-09,501.92,refunded,razorpay,insufficient_funds
5ede905d-9b89-4101-ab5d-627fe27b6c6c,72bacec7-70f7-4a57-8858-77c164668e95,2024-11-21,253.74,failed,razorpay,network_error
524174d5-489c-4cb9-9eef-8e14c4cfe56e,60792e42-a9b8-4d7a-a53b-7a6b0f1ddb01,2024-07-27,7095.74,refunded,stripe,invalid_card
fe754026-4860-414f-a1c8-ecee5545b85a,a04a738d-c25d-4fea-a2f5-02ede26733a9,2024-12-29,6433.27,success,razorpay,
1f4503bb-b2d8-414b-a13d-5ab4e92714d5,1420093e-818d-4c53-a66e-7617913600c8,2024-07-13,6143.33,refunded,razorpay,insufficient_funds
397181d3-d990-473a-b7df-c6d5b0b9e483,38edf78f-dad5-4088-bcbd-078c5bad669a,2024-10-05,970.41,success,paypal,
bd7170b0-ae34-4d81-98f2-4f0f5e5d12dc,c0970030-f864-4ae1-9689-fc1e26b342b6,2024-02-19,2431.83,success,stripe,
4ac0c013-d814-4b73-af2d-128fed24a5e9,94043762-5a0c-440f-8387-9fbdf9f52511,2024-09-29,21485.9,success,bank_transfer,
8f919c52-cbc9-49bd-8daf-6fc17b135cbd,2bdf3a37-685a-43be-9380-00000d6d0a3d,2024-10-16,2159.28,success,razorpay,
6a1ece17-3456-429c-9bcf-cdaa40609b2b,c0b18bc4-d4dd-459c-a05c-80b755f2fbbd,2023-12-23,8452.44,success,stripe,
236c8da7-0f13-40ee-9ad6-dfc6f9f77799,b2b93495-a13f-43e5-8d22-9a1749e90450,2024-11-01,9233.46,success,razorpay,
3933387a-4199-4a1a-812b-3f0ac8d5c2bd,a48bd3e4-49a6-42fe-93a1-1a20510314c5,2024-12-06,2587.68,success,stripe,
2f28435c-12a2-4694-86a6-26a834f06fda,cfeb60c0-3e5e-4b21-ab50-21f951255c2c,2024-12-17,9255.13,failed,stripe,fraud_detected
ba214c01-a8a7-4f1c-b80e-74863e0b6cf6,d8212d53-84b4-4b48-b77b-a8ea6967d78c,2023-12-13,8960.28,success,razorpay,
364ad912-f2b4-4d36-a0f0-e1c0106b4771,39b0f913-4661-4544-8281-1f8036861ade,2024-10-24,2066.64,success,razorpay,
3166d334-8bcd-48fe-83c3-591b0f8fec1e,a731d4e6-a1ca-46b4-8084-66fb34dc5b2d,2024-12-30,3327.71,failed,stripe,card_declined
62cc284d-b564-4bd9-9fd7-fccfcaaa5bde,b3d97d48-3410-41e9-a67e-f31eeaac9476,2024-11-25,8923.51,success,razorpay,
17b04100-d63b-4592-a99b-85ea3b90bdd5,6a8b85a0-2ca4-42e9-a0ed-436338ce3cb0,2024-11-24,4414.06,success,razorpay,
1792c5b0-69f2-4893-947b-faad76232f4d,4c01327a-7cf6-4b1e-be20-c5e24dd0eb2d,2024-12-11,3796.5,success,razorpay,
ad35c93e-3f1e-4885-bc42-95ae4ac02034,a138d2ad-825d-4c10-99a8-3be2121b1e4a,2024-04-21,2100.89,pending,razorpay,
5efc9f87-0584-46ff-88fd-fd6c9e230258,5b86fc39-12c6-4de5-a643-c23373fa06c8,2023-08-23,1450.36,success,razorpay,
8c9b5e0d-bb46-4aeb-8bda-a3bb484404c0,25f51115-efbe-41c5-8ac7-274b98816a74,2024-07-31,3500.4,success,razorpay,
06ff1f08-1016-4b32-98f0-37ad70ca1931,e64720a7-bb2b-4586-a0c3-008aa372f3c7,2024-11-17,6415.19,failed,razorpay,bank_error
ce6a1f4a-ab8d-4f38-b861-ea1160142dff,cffabf02-e658-4230-a1af-561b293995a4,2024-09-18,17073.5,success,paypal,
3081f334-1065-4404-9707-38f3a58f5862,ebdf8915-ad3a-4fc2-94f9-1eb7bfe9bf3b,2024-10-26,242.59,success,razorpay,
e35e650f-7b69-4227-b4a7-758d3668cec9,91296de3-edf0-4d20-9269-1f14edd33fa5,2023-12-18,2300.83,success,stripe,
e49bb75e-81e5-445b-a323-b39833ba30ff,2c35c40a-db1f-438c-b886-9b3c24bb3a86,2024-09-17,6539.7,failed,bank_transfer,gateway_timeout
478b38dd-aa70-4d76-bbd4-894044fd6f91,fa2185bf-dc78-4a02-92ba-30e988f86f05,2024-10-19,4843.77,success,stripe,
f4d679da-392c-4d71-978a-57fea392bc01,88702590-8f0d-4076-a00b-038d67ed78b0,2023-06-23,5628.02,success,razorpay,
beb73152-aeec-4f02-8728-e1b6a40e2fc0,b35f7097-851d-42e4-a0e7-7779d29061d2,2024-04-18,3027.33,success,bank_transfer,
2422afb2-e102-4548-aadd-cec5715bd6ee,c6c81e85-bb48-4659-ab3d-75ae015302f7,2023-08-12,1700.85,success,stripe,
2fca6f40-2585-44c6-956d-e1899379b5f4,84d16a8e-c058-41d7-a10e-35cb8c096121,2024-12-17,4601.92,success,paypal,
bbed43f5-7c15-41fa-baef-d57de112e857,ada852e2-bd4c-4f25-8696-3c875acb1b60,2023-12-28,7918.6,success,paypal,
f712f798-775a-4c08-8ee1-8e59492f8dd5,9b61962d-432f-44e5-b437-01d064c8498c,2024-11-28,6309.32,success,paypal,
23a60df1-e806-40e7-8c50-0feef273e340,aee10aad-1d41-4cba-90b1-d00ebc6ae80d,2024-12-21,4315.43,success,stripe,
be15fb6c-3903-4045-8a19-0611a1d91c43,e1f3be51-9ca3-424b-9d34-040e10baadf0,2024-12-10,7964.34,success,bank_transfer,
f82991a7-8a2c-4ce7-9d26-0a19f2c26004,41f91479-f650-4ec8-a789-06a3dba5a653,2024-12-26,7383.03,failed,stripe,card_declined
eb9ace62-33f9-4282-89a8-33953dfa7564,10f323e6-6e7c-4715-a13f-e80e7ab7f354,2024-12-27,3890.25,success,stripe,
020f9d8b-94db-4204-8f96-2207d63df95d,fab509a3-4392-4585-bd57-3169cf33bbef,2023-07-30,5631.03,success,stripe,
d725b3b0-2903-4713-98fe-b25e1bdd4e37,b80abeae-d11c-49aa-b987-e427811b8236,2024-11-23,9813.39,success,paypal,
ae0c428e-6b4d-4d9f-b01a-3ead80b0944d,992aa449-d2ee-411c-9e18-870d55b0dbe1,2024-09-04,19545.97,success,stripe,
29787ea8-94a3-49d8-919f-17ffa52f8164,3339a239-8664-4c06-8ad2-ea62a2c57143,2024-10-07,2330.83,failed,stripe,invalid_card
33f45bea-6a5f-43f3-a30c-c16a1c5dc4d1,9a80ceec-de7d-48ff-83cb-5bb209c55c39,2024-05-19,638.15,success,razorpay,
671737e3-2c1f-486d-b140-1c39524900fb,7d85e7d7-f955-4ffc-9831-7fb232ac74ae,2024-05-31,8311.64,success,razorpay,
bfceae0d-3022-4c13-94e6-89610dfed378,39b0c8c0-3ea7-4f32-96c0-ab65815c0d48,2024-10-31,9003.57,failed,razorpay,network_error
547ef10f-d364-4f87-8e7e-a01129faaf61,c1808be7-19f7-419b-99c0-c2629eb3cbba,2024-04-18,8106.08,refunded,paypal,card_declined
bf49e511-3f10-45d6-93d0-dbbef9aa27e1,880066f3-9baa-48c6-b67a-b5f7bea6b614,2024-10-08,1869.24,success,stripe,
814fcb6e-91ce-4b17-b596-569ec8e2d7c2,aed9d956-a5ba-451c-9c3b-f67951ecb180,2023-07-13,7000.11,success,stripe,
e860af9e-e789-4032-a6aa-fecaf18b9a48,0823228a-1976-4902-8dff-33c3100d5d76,2024-07-20,6309.03,success,paypal,
d1072418-1898-48b1-aa29-2709960753ae,5ecfe80e-7a5d-4552-9942-ebbe15ef2680,2024-07-12,1406.07,success,bank_transfer,
edf488c1-adaa-434f-8c3d-0bd6339384b9,b2d442aa-5095-4d38-a054-bd3391bf4e85,2024-11-15,2985.02,success,razorpay,
23bb1760-1619-4ecc-be58-29bdaf92be83,98ef27b8-005b-4ac5-a16e-f14f2633152f,2024-01-05,9478.74,success,paypal,
2f662492-ae2b-487e-8264-b5e4770f97b3,57d8fa5f-3d10-48d4-aad1-8446584aef62,2024-09-24,11861.7,success,razorpay,
d4e69bb0-7c28-4d71-bb74-6f2e8d40e1d5,9d3d5ba6-3fd7-43d8-b894-e3801b6be4ed,2024-12-08,3109.42,success,paypal,
ae6c3c2f-d16b-4b05-869f-8060b64fb249,8bfac7a6-e2ce-4cf3-8968-95e686496541,2024-10-29,4893.01,success,stripe,
a2375b90-1b8b-40a8-97e3-7dee9b7bb013,085aa9e4-c1f7-41ef-8661-65c59384909e,2024-06-23,3594.9,success,paypal,
6b8d269e-6c04-4a81-8725-3a8ab457ca10,c95fe7c3-ede5-4c11-b883-a75cd7614b88,2024-06-27,5398.64,success,razorpay,
c31eb4da-08e6-431b-b3d7-46fa40450aca,e15204c2-a75d-43cb-8cbc-9fb4983b27f1,2024-04-05,6695.92,success,paypal,
ce3f9a34-c27e-4407-89ca-ad6eeb8e57b0,4718ae0e-8039-4925-876a-8db3c2ae979c,2024-11-16,3233.6,success,stripe,
27612c0e-35bc-49eb-9304-7dcb40e65dfa,c048bd23-3cb8-451a-a03c-0dba1387910d,2024-11-27,5667.62,success,stripe,
b842a2ee-7546-41fa-badf-84b83c71156e,0dd97ed9-3afa-4399-9110-cedf6dae6a0a,2024-03-11,11234.78,success,bank_transfer,
ef4c70a2-1d22-4ac7-ba44-888eca85d98d,d303a14b-0e74-4ef9-a69a-f31796a3a2eb,2024-06-20,9316.58,success,stripe,
aee8e916-7ed9-4cd2-a01e-1d4bca6dd24b,c5654ada-a789-4099-b295-30fff07ffdbd,2023-11-12,1643.93,refunded,bank_transfer,insufficient_funds
4ef9ce4e-7580-4e05-a30e-7f5cb62fc11a,a115aaa0-5b1b-43b7-9cdb-35b1032e2b62,2024-10-05,4790.72,success,stripe,
390d797b-9f26-4276-a271-3ab10aca72c6,6a896b06-f0a4-4efd-9529-03658abf2d05,2024-12-31,7311.58,failed,razorpay,network_error
bf7ebcaa-d812-4e8a-b69c-0785777d5573,6a506122-3a6d-4d39-a931-32d51ee916ba,2024-05-09,1479.29,refunded,paypal,card_declined
111ee92e-d32c-4fde-b0dc-f478fddb3d59,55982ba9-eb5f-49f9-8214-a14fbd5df6f0,2023-12-26,4514.13,failed,razorpay,insufficient_funds
50343593-40f8-419d-8cc4-0b94e98678fb,1f2577e8-fc5a-4bd5-a3ea-9b55ee5ff466,2023-10-18,5310.7,success,razorpay,
10aded44-1cc5-4ee8-880f-d31088cabfd6,5a47e169-2416-4e00-8a14-9a9833a8e081,2024-11-07,8508.57,success,stripe,
a500c1ec-5340-49d0-8e12-7419729efd9d,a731d4e6-a1ca-46b4-8084-66fb34dc5b2d,2024-12-23,4003.79,pending,bank_transfer,
8b55b3b7-0cfb-42d3-800e-3814c555245a,3395afbe-4cee-4c1f-ac31-7e6fdf3f93b3,2024-08-27,653.87,success,razorpay,
9d729088-05b7-4a82-9b2e-db57aec6fdb6,ca1fe4e4-ec07-4eec-9177-4c55c5eeb076,2024-11-17,4332.64,success,stripe,
f7733c87-30df-4438-b215-da4d6d3dd16b,2dd704a0-f0f3-4b89-9adb-6a252a24fbcc,2024-10-01,3149.04,success,stripe,
b8cd59d6-1d68-4d2f-97cc-8f72320a4ed0,798cc1de-7c63-4dd8-8487-6df6b9b04346,2024-12-06,4496.78,failed,stripe,expired_card
d82e2d78-b9e9-4163-84ac-bdffa1ff2662,cf6768d6-cc3d-479d-85ac-c89813094fba,2024-07-22,9705.57,failed,stripe,expired_card
9fbe2545-a7d3-4a1a-aa90-5910c9b8ce68,d6e7e60e-f55b-41fa-9984-2a7c585fbd23,2024-03-07,1624.39,success,stripe,
2956790f-2f7d-4722-b09b-822b3194f104,5da31434-62f3-4e7b-9221-9d29f5bb1740,2024-12-27,9337.21,success,razorpay,
49a8e519-4193-44c9-befd-16e5510f5aed,c92aad00-d72a-44dc-9ebb-1c1471646ee1,2024-11-12,9151.66,success,stripe,
b8f460e1-fe52-4b18-938c-1bf6bd9ab81b,61ac5597-eaa3-46e2-9163-fb28bfa3ec2d,2024-06-30,7575.91,success,razorpay,
bd4c88c4-f614-4a92-8e32-d123408a0216,518f1a21-8e73-4e8d-9592-ffa58d3acac6,2023-11-19,5582.28,success,stripe,
476eb059-1bff-43bc-97ed-dd2cf7fdc66c,fce9e989-3c88-434f-94e2-38e7907c54f8,2024-12-25,3107.75,failed,paypal,invalid_card
0ec4a284-b666-46a2-a917-4593eb50df35,e5c3d672-1aaf-4f19-aa48-8c02c7b1fc61,2023-07-28,3070.68,success,paypal,
5ee831ff-8abd-4b58-91d4-35cf92116389,cd0749eb-65c3-4e54-94d6-e1fffd3cc05f,2024-12-28,6691.54,success,razorpay,
088d35ec-554e-4138-a411-9d9189d3dfc5,5dd0f0c8-9e79-4545-bbf4-28bd3d502a17,2024-11-01,6482.38,refunded,stripe,card_declined
20455ddb-1f6f-4bda-bbe9-49a585b980c0,8cad5bf1-a536-4dd6-b8ac-385533dcc2db,2024-11-29,759.58,pending,stripe,
47379c0d-9b06-4c9d-9ceb-50d5937973c2,bf11bcf7-1d79-490c-85c7-66803f8bf59e,2024-03-28,18504.24,success,razorpay,
e8d8c7f5-6a9c-4b44-a96a-3fc03cf9494b,96436b64-a75c-46d9-b6c4-9730e89612ee,2024-10-25,7355.28,success,paypal,
1119628a-920d-433f-b2cc-e0868306ca8d,2661c59c-21be-4744-93f0-cf9d451673ab,2024-12-13,3263.84,success,stripe,
09749507-c735-4220-bb18-b13afcff9294,8c6056dc-31be-4de9-b9c8-c4ed864c87bd,2024-12-24,3674.52,success,stripe,
32626bae-1734-4e37-8ae3-6bf008d464f3,d9780573-0fcb-4f73-9b50-9db447356772,2024-02-05,6424.57,success,stripe,
7edb16b3-d5fc-4b2a-a767-342001e77881,8e2c0a60-1d35-44e2-9d90-56e695897ebb,2024-12-30,7669.42,success,stripe,
590097e8-8702-46ee-a57d-1c62fcf62578,7e32fe4f-c498-40b1-a8c3-279859c7720d,2024-07-07,8284.54,failed,razorpay,gateway_timeout
496dba2c-2933-463c-998f-a06803b2dea9,f5f145b4-c679-4a8b-a97e-261287098f18,2024-03-28,12481.13,success,stripe,
32309155-af6b-4595-9f6b-941b5548d930,401d1bc9-abb1-4fa7-ab95-211f07581acd,2024-08-03,3468.1,success,stripe,
6be3f3d8-a9ef-493b-af15-6df62a383b6d,2d0f1361-ec81-4f0f-8ab1-8e55605d20c9,2024-06-18,2288.02,success,stripe,
b8e5b92a-a961-49d6-9ece-e8e4722ff82c,880066f3-9baa-48c6-b67a-b5f7bea6b614,2024-12-17,7051.42,success,paypal,
2eb066b1-b22e-4d52-93ef-007a8e04400c,871190b8-17d0-4a96-9890-33de7aec448e,2024-10-29,1253.0,refunded,razorpay,bank_error
3139b2ba-277d-4700-844f-667780e431bb,b47deed1-d906-4350-ab1f-9a3141957997,2023-11-24,3688.43,success,razorpay,
c5044077-f4d5-44ee-8de1-2c2f1a5659bc,799f454a-fa75-4343-ab4e-a7c75a57fb08,2024-08-07,7658.54,success,paypal,
1749b6ec-7f22-40e3-90e9-834785a3922a,8fd353e5-7d5f-4875-b4ef-c13cb50cb478,2024-06-04,8163.28,success,paypal,
7603ff5b-c358-4003-88c9-37e2b2f03ed8,91996252-b275-4e0a-80a0-19eeeff774d8,2023-11-26,2342.09,success,paypal,
e6994ff8-63d3-42dd-9119-000b6b7700c9,7630053d-385f-4e11-a53b-e8e5ec07458f,2024-06-18,6938.1,success,stripe,
6dba7c02-7508-4981-83c9-69ca0e6d0e62,40e4f813-a21c-4b6f-8963-cad4f73ba526,2023-10-23,7596.61,failed,stripe,card_declined
5aa84033-58ad-4405-ae87-08bab7a63ff6,b78c584b-d193-4326-b027-92016b5f65be,2023-08-16,5971.44,success,stripe,
c47e94ad-d06c-4e5f-a888-b5c2f425b2aa,27df4187-50c8-4645-9346-ac2690908948,2023-10-22,3085.29,success,bank_transfer,
5b81e50d-ca6e-4d4d-a379-33bc08713f62,1fc55804-1e91-4934-9801-023ac289c47f,2024-11-06,2132.47,refunded,paypal,fraud_detected
a7dee653-dcc9-4dc6-b048-3d07c1f16977,a4a6d749-8143-4163-a11b-ad63d185cb49,2024-11-27,8473.03,success,stripe,
b1eaab9b-568e-4b90-a3e8-caeeacdfe0cd,31b5a7ac-a345-4fbe-9d74-0bb49c220c84,2024-01-19,1688.52,success,bank_transfer,
27e91fb7-0ec9-4651-a499-e73cd2bce3ef,6f55162e-21f3-46ca-9319-ac8555ca98b1,2024-12-30,1080.15,success,stripe,
5c1027de-42d7-4d76-b3f1-25549269c6c0,f2271fdf-9b33-41d3-9e5c-1d6faf9bc84c,2023-07-01,9645.21,success,razorpay,
58fdaead-8b4b-4019-b95c-e0d49d56b024,18d9bb68-7e3d-4e80-a14c-ae00862818f1,2024-12-24,7279.96,success,paypal,
c03a4d20-1d74-46fb-9bb6-96ada710717c,36915cd4-f4d0-4a30-b3e8-54840da0d9fc,2024-11-12,4798.68,failed,bank_transfer,insufficient_funds
35555ceb-01bf-4171-9edb-6af6914a472a,061eba7e-c3b4-4fab-8ae0-f3f7856ec4c0,2024-02-01,1889.4,refunded,razorpay,gateway_timeout
6cb41127-bb25-41b3-a60a-969cd0b92927,0b80c4da-1d9e-432b-bd1b-91452e434793,2024-04-13,1216.17,success,stripe,
b1546194-5cc2-40bf-82dd-c9402f501868,200257a2-58b3-40a3-a759-a28f8e93252d,2023-12-01,5007.58,success,razorpay,
c86aabc6-990f-4a9e-86df-b47268d787ce,4398440c-db4f-495b-afee-0e9e87683490,2024-12-25,3347.34,success,razorpay,
288dca3c-cba9-4d21-92b2-8eace14751e6,36c81d8c-556e-4ab2-8801-5b21875185d2,2024-08-15,3187.87,success,stripe,
78b411dd-b5d8-4ffc-83b0-ecabfc10d24c,10c721d2-c207-4ecd-b550-f04af8f5a46d,2024-10-31,9850.13,success,stripe,
69646472-cd35-47b2-9461-e30d50233bff,91296de3-edf0-4d20-9269-1f14edd33fa5,2023-10-20,8043.12,failed,paypal,network_error
3b29f14f-d19d-49d7-bff8-5ca860ff2408,7718d3d9-3157-4d55-99ef-ff3d9b565aa6,2024-11-17,1140.2,success,bank_transfer,
c02c84f2-988a-4f77-b2ef-fbe0c77f9ede,c0fe90ae-a811-4469-b483-42884b0d67af,2024-10-11,1518.34,success,razorpay,
358a5243-98d7-4188-9a11-9ab8e661d8d5,6429e972-5220-4e3e-974f-1b7a1c87f3bd,2024-09-26,14908.42,failed,bank_transfer,gateway_timeout
4f66e3de-a173-4e4f-9df2-348c358d5b8f,1d87886b-be52-4e0c-81cc-e293d8ee464e,2024-08-15,9906.55,success,stripe,
28981bce-c2cf-4a21-84cd-011eae7e927b,0d0700fc-6272-4889-a178-93802d533ae2,2024-10-26,2856.33,failed,paypal,network_error
b547b77b-e30a-4b73-9a9e-aec697336683,68a91c64-8517-4744-8892-6192c216426a,2024-12-19,6699.1,success,bank_transfer,
cefbafe0-b84c-4ccc-b9e2-013c30d6fb1a,1cbf6cb6-2233-404a-a7b0-5ec7db4669a2,2024-09-02,3045.32,success,bank_transfer,
bb98443b-d4a8-4e26-9143-60d1c296f3a4,1b8c2111-b5e7-4092-878d-09c592a61dea,2024-10-28,9428.79,success,razorpay,
2b7999b0-f87b-40f9-b350-e00cc9b1d244,ba7eef8f-ab5b-486b-a52c-94f1a9e1b469,2023-10-13,5030.54,failed,paypal,card_declined
5f2e7799-9d8c-485f-a0ec-9f42eb57f029,9a957e9d-6dce-4f38-9b73-5c8992d76ac8,2024-03-20,3418.68,success,stripe,
a3b111ab-e9c2-4001-b1c8-92b5d9619162,d9a8d5e2-b63e-4e48-a541-08378b9d6a80,2023-08-23,4971.66,success,razorpay,
78982529-f4c0-4675-a8d2-d62abc3a9be1,2e05cb2a-5820-4225-823e-c05a08678bba,2024-12-20,5096.47,success,stripe,
93128695-e7c0-4a27-b3dc-e929d44c70f2,b836d217-1ec7-4838-a7a7-7d15f04cf1bd,2024-04-06,273.94,success,paypal,
d653cedd-5faa-448f-83d9-078dc728f2e5,4a63365b-b5b6-4f26-9450-b8f9e037694f,2023-06-16,1278.43,failed,bank_transfer,gateway_timeout
7665a6fc-d51c-4ee3-9f6b-e690a63341dc,290346e6-e647-4810-af9c-15a4fa61d1e2,2024-11-19,1850.0,success,razorpay,
f62d76d8-224e-41ae-bfee-14cee7f94948,ff4621a3-22f1-4717-bcf2-d6253a10886f,2024-10-13,4362.74,success,paypal,
3cb88188-7257-4df7-8579-e3db22160eea,22e944bb-2662-4998-aeea-d15c016bfcaa,2024-11-03,5730.67,failed,stripe,expired_card
e9c8b5a1-2b6b-465d-88a0-979761578988,c0f2011d-3dd2-46c3-bda8-209a1602d6bc,2024-12-30,4810.52,success,razorpay,
b10a5a74-2065-492f-a20d-3d390fa33c6d,4a8f4ab1-bccb-4e56-a060-564185c1e26c,2023-07-24,4996.44,success,razorpay,
d373b8fc-bcf7-4aa7-b1bf-c171b1e78fdb,085aa9e4-c1f7-41ef-8661-65c59384909e,2024-08-08,9779.05,success,razorpay,
2e5b8a13-df40-45d4-ab4c-b732a73ebd0a,0c6863e8-22ed-4fc4-bbd9-d34ee24cdf83,2024-01-29,8384.65,success,stripe,
3a077ff5-ff1b-49ff-af48-c284d63bc67e,494d48df-60d0-4871-a261-434c52617cf5,2024-12-08,8923.29,success,paypal,
59c517a5-f5c5-4d15-9270-f991bed45905,774f361d-af16-4d32-888f-1c97dee4e412,2024-11-14,3636.92,success,stripe,
73f1b7fb-1ba2-4270-915e-318c00d47622,523233c1-5c5a-48ca-a791-fe1da6c2aa8c,2023-09-09,13632.89,success,razorpay,
1d9743c7-43b7-4d32-bb54-cd009bb4d206,e7ee849a-6dbd-45e2-9845-94196ff2a252,2024-10-23,3441.18,success,stripe,
