application_id,user_id,company,fee
cecf0f2b-aba1-4b4f-be07-725d75a3c74e,0993db1a-df83-4c44-9342-19701e03b174,"Sunder, Biswas and Walia (Media)",547.55
0befc1da-e66f-4e96-a2c3-e5871493fbdc,60792e42-a9b8-4d7a-a53b-7a6b0f1ddb01,Dave Ltd (E-Commerce),1678.84
bba982fc-3c90-4fb1-b309-d81dccbff768,b794ad72-69a5-403c-b36f-3d111f5417db,Gandhi-Lanka (CleanTech),4502.1
fa992490-4942-473a-af7a-b20098dd6180,76dbf653-dcb0-4303-a5ea-fe8183fcc2e9,"Sampath, Kakar and Zacharia (CleanTech)",659.88
a8f1aec3-150b-41fb-b172-7d23a4e0b285,40cbbcd4-a904-4d72-8853-c4d5e5ef8381,"Iyer, Muni and Rastogi (Gaming)",3486.21
49445aa2-8e68-49fc-ab08-3b066fe5245d,9bb1e99b-74bb-4382-88dc-8d42f15d9196,"Prakash, Sarma and Varughese (Consulting)",1534.87
099b837f-4694-485e-8690-986c8821c566,93bf9a60-22fd-45f9-8d23-c91cd6ec00e9,Dara-Kota (FinTech),2163.3
f099306f-d582-4b6e-a3d7-645f1f87732e,4dd3b6b1-26e6-42c7-812b-6726e6aaf6fe,Bhatt LLC (Gaming),439.73
3bd6267f-c315-425c-a359-926c1daa1136,1867f41e-1641-4634-a514-afe1b26271c8,Karpe PLC (FinTech),1841.97
8fdef122-7e2d-4760-831c-cba6e2c1e4dc,e287b7da-e653-4dd9-ad0c-024abf33ff48,Amble Inc (Logistics),2859.98
b5ceb772-0cac-4226-9e0e-80f11405616a,c6c81e85-bb48-4659-ab3d-75ae015302f7,"Bhargava, Karnik and Bir (FinTech)",1422.74
167a8010-6460-4114-92db-20fa62ddd792,50fe4ab5-ebb4-490f-94bb-68fa4ba38657,Narayanan Inc (Gaming),2524.73
d301a933-b947-4a64-9dea-2eca43021d7e,c8649c5f-04b2-4b65-a58f-b53f9bad53de,"Khanna, Mallick and Sunder (Consulting)",4878.85
ae1d24ee-919a-4b0a-a8c4-990c102f9329,35df73f1-9004-4433-949b-c51caebd22d5,Zacharia and Sons (Gaming),1046.87
a5741862-96ed-4661-8442-4c99da4d5a27,3fb38a27-a997-4a18-9562-1d8a23bb2e13,"Solanki, Kibe and Solanki (FinTech)",1305.27
57c5b3e1-b954-4c4c-a44d-353d6ab89aa1,d68218d3-1440-4fc3-a2c1-f0bf0d9ed156,Gupta-Chandra (EdTech),1953.4
be66c147-9d06-4c61-9256-04df0212c491,6ebe1700-03da-4119-8504-b42f7e2a5185,Sankar LLC (Media),4350.26
f8e94a20-1d04-41ee-acca-e35b6c71ee14,f446fa75-39be-4ef1-bc3f-d7ca55e63987,Roy-Sibal (Gaming),1867.24
58aa7900-482b-4064-86e8-b6dbf4e2cc97,9ce5bf55-fee8-44bd-9d3f-9034276fed9a,"Bhagat, Chaudhari and Bhat (Consulting)",2287.98
ba6f6f0a-f4c7-4963-baf1-755db12a8815,f5087d3c-70f4-49ac-811c-359a981e3904,Nori-Chopra (HealthTech),3493.05
45d78ff2-d1ac-430b-878c-61bbcc5f4af5,a36f0757-eb03-443a-87ac-66de32d057fb,Handa and Sons (E-Commerce),3240.61
f88d131a-9459-4d3d-ac1b-fe5e847e92d7,7c39ad32-493f-4ae9-b1e0-a1d85ad9391c,"Sen, Dey and Sami (CleanTech)",1466.05
ef92e8d6-03ce-4b84-9da9-e0824f49b073,061eba7e-c3b4-4fab-8ae0-f3f7856ec4c0,Mallick Group (EdTech),3127.1
acccd5b5-5e3e-449a-ad6b-6fd38331fd32,4de6b91b-316e-45f9-9972-bac87e2ecb59,Borra Group (Logistics),4345.46
a9335e2f-0839-4bac-94ea-cf39c7e24559,fae72358-be46-47f0-94e7-3f0cf89e29da,"Chaudhari, Bedi and Zachariah (SaaS)",1068.52
a6915d10-5ae3-4392-a10c-82da47a0b07c,7f55a6d8-88bf-434c-8a15-7de379eae1c6,Chander and Sons (EdTech),3074.6
b5dc5893-5109-48d4-8fec-901aa82b450d,97435ad1-446d-461e-b724-608862d3566d,Ray Group (EdTech),247.11
6492d6aa-0bcf-433f-993e-178348538e32,da856b3a-5613-43ce-8b84-5728ca84f02f,Kala-Rattan (CleanTech),1314.55
4ff8f854-974f-40e7-9c1b-c31f70e4cd61,f185815a-5202-4519-8b09-bc60dece9333,Gala Group (Consulting),4207.29
f69ce1c3-b265-4805-b4af-73a3c70749e0,051b66de-8f7c-4488-b2ff-5e8f32dfad83,Ramakrishnan LLC (Gaming),4611.85
7e5ecc52-00a0-41fc-8ec4-ae8d97ff72f9,720897cb-530d-44c4-a7ef-4b90bc633512,Mangal-Sampath (Gaming),462.35
f7737940-5a70-4939-89b8-a644dc7ddf38,5bfdc201-33e6-4774-88e3-fd2bd9101b9c,"Sur, Dubey and Gupta (Consulting)",1667.53
6857a109-9155-47b9-9351-daecde2df6d3,8729ad15-193e-455d-a765-48f5313407e8,Kalla-Bhardwaj (HealthTech),2227.69
3906d9c7-db23-4ef6-86c3-afd26c635288,b61cfdd9-1961-4b70-85b5-5fa31e896512,"Bhat, Murthy and Bhandari (SaaS)",3160.61
ce5af923-794d-45ee-a3dd-030053dd6056,b11aa0e3-124a-48f1-9cd5-8d0c835fb9ce,Sood PLC (Logistics),3757.7
1985ff1f-67de-478b-a925-9fe138a2a060,12fdaacc-f7c0-460f-8498-885eafab6165,"Dugar, Bhandari and Trivedi (SaaS)",3530.8
7acf63fe-78be-4d73-a92f-79b1b8103a99,6a1faa06-55cf-4201-ac35-7541a3377c3c,Grewal Inc (Media),3980.63
34085a64-a297-4782-82f0-0074b094a8e1,d876d9a4-c844-43a3-a2a3-4df98b7e202f,"Bir, Keer and Raval (SaaS)",2707.42
6641314d-ce84-4d68-88d5-22c982d84da3,160a6f68-28c7-437b-b909-120c4f0b357f,Koshy PLC (EdTech),778.43
f13f5ab6-cbb9-4471-822e-8891b353db4c,3be49686-9049-4172-ad88-390e33ac09df,"Baral, Bumb and Saini (Logistics)",2489.98
ebec9f65-93b0-4ddd-9703-6760721c57fa,98f00d8e-bcd6-416d-a394-3814a93a606e,"Virk, Mutti and Lal (E-Commerce)",3936.65
e46051cf-a2cc-4069-b24d-633b77451a45,223ec86b-d6ec-4577-970a-12cd4b10f975,Murthy and Sons (Logistics),4375.46
467bac4e-09e1-4ba7-80c2-b8c00c6ac6ef,1e9595f5-187f-433b-bca6-f7298a7afed1,Randhawa-Deep (SaaS),3187.31
4968b15a-e94c-402b-96dc-21b5bd213a7b,9cbe8d2f-cccf-476f-bca4-0a37e98144b2,"Mital, Shankar and Mutti (Logistics)",4915.82
c4d23b1e-c066-4ed7-989c-bb0ceed0c502,b3c9327f-0b0a-4bc2-bcd6-4b54a0b09676,Andra Group (SaaS),953.05
accf996b-6a71-4575-a7e7-5fba68146a7c,8d25578e-d142-411d-a337-e15363c10007,"Chaudhry, Borah and Yogi (SaaS)",2457.65
b69af4a6-8681-4180-b1e9-8e5907d46c06,8250b8bd-869b-468a-be0e-ff96317dbe90,Toor LLC (Media),3837.85
7d8780c7-a13d-4712-8885-a57ed0e81c7b,11e5f53b-caa5-475a-9fdd-d2011d6c0dd1,Palla Inc (Gaming),1361.62
68dfea72-7d86-4ee9-89cf-307126cdb5c1,b8f45746-5ce3-4f01-b906-b0fab01f16b3,Pingle LLC (Logistics),4505.7
3298464d-3422-4103-86a8-337030055aad,590aec51-3b98-452b-93c6-e0e0a884bf94,Sarma PLC (Logistics),917.34
0e61338e-8576-472c-9cfe-9559511d1c07,9e7002a4-90cd-4700-818f-0dbd70d11b9f,"Mittal, Wadhwa and Anand (SaaS)",905.59
f3e4eb55-fa28-4719-a006-c1a07a77b568,3245fbcb-03b8-48ba-935b-478f6803805b,"Mistry, Chawla and Desai (E-Commerce)",3552.61
cdf821b7-ff3e-4f58-aab7-d840ceaa4301,1dc76909-86bd-4c9a-acc5-8cbb3713d0ed,D’Alia-Chhabra (SaaS),2929.9
2e9898d1-6091-4766-8a40-7518d58d14ee,988d83f2-6e43-46a0-8d15-6a8077034a97,"Dugal, Magar and Manda (Gaming)",3998.69
38186789-bd62-4fc0-8aad-95be2aaa3df3,ff22a61a-4c67-4024-a26c-c7ef0ff4ecfb,"Kade, Oza and Jani (CleanTech)",1763.3
e819f6d8-ccca-4189-aba1-feb9eecb0122,66246d22-bbdb-4a39-a994-d61912780730,"Lalla, Tiwari and Suresh (HealthTech)",2847.2
a0923e0f-69a3-4c52-8241-5560fb2caa8b,45656a76-79f9-4f92-9d33-341b05d543d9,Behl-Chanda (SaaS),4454.1
0e07f830-c092-4a73-a063-808092948c50,217645b9-ff7d-4fe8-a780-f75267e52da0,"Sampath, Malhotra and Basu (FinTech)",258.12
94b93aa4-b2df-443b-bbac-a0197a86d438,741b5956-8ac1-41bf-8d09-cc65b3888ec4,Nath and Sons (E-Commerce),4311.09
78aa4000-9b93-48fd-897a-23bfe09a679f,4f81a76c-733a-4fda-af8e-e07ec093ce50,"Lala, Edwin and Sathe (Logistics)",3657.07
dbec2c1d-f513-449d-8d25-676789c01f1b,93292d54-eb84-4d34-88c6-88c44a6f24c6,"Sane, Andra and Choudhury (E-Commerce)",3952.24
8c49f77c-d708-4c13-94d8-d44ba633f6e3,16dff5c5-fe60-4dfb-a0f1-4b21a1bd2b27,Dixit PLC (Consulting),4482.12
7123eae5-56d7-49dc-b2a4-a48786d723ba,b9365c89-0181-40fc-97d1-5c36ec7721dc,Pingle PLC (Gaming),4317.01
1c301262-9010-45ea-b1a1-f6a75104d27c,96d45d65-a928-4794-95ea-911aa308d0d4,"Divan, Sani and Datta (HealthTech)",2692.08
09eefb54-cc00-4ee1-ae0f-a583507c9d68,b80dd082-ef30-4577-91fb-1e8d4952f6c6,Morar LLC (Logistics),3725.42
40b87552-3090-42d1-9fee-d9496cfe725d,9475e03e-b9a6-472a-8dc2-04ac612c7ef4,Parmar and Sons (Gaming),3791.79
dc332093-0808-4ab3-b01e-0e8f3be0db7d,2b659c0d-a3cd-4a2a-a2a2-bb1eed305b40,"Krish, Chauhan and Pandya (SaaS)",4362.0
224ee5ea-351d-4bb5-a10b-02f81ae6299b,91296de3-edf0-4d20-9269-1f14edd33fa5,"Ray, Dubey and Khalsa (Gaming)",310.83
f888a0b4-6429-468f-b7ce-dc505e785249,4398440c-db4f-495b-afee-0e9e87683490,Goel Group (HealthTech),3223.18
65a7a3b5-7ca1-430a-91de-2d3715bf3b65,045a4a63-c743-490c-92ab-ddb7b82def06,Gola Ltd (Media),4767.38
0a02a405-d31a-492a-a860-ecb15fe07971,9167902f-d2ac-4c0e-bf52-d7c0aa306e86,Sabharwal-Kothari (SaaS),2025.54
5b643637-7181-40e8-8455-947533e2470e,6243525a-b5b7-4709-9e37-70f6d2b67b50,Dutta-Chokshi (FinTech),1961.51
20c8f4af-8b26-4546-9b61-924063ce9e1a,cb104857-bbcd-4acc-90fa-45fed545a5bd,Barad-Singhal (HealthTech),4165.82
663bcb86-ebd9-4b5f-bf31-12bdb33bbe2b,2c56d4d2-ac7a-485f-a932-2131a91adc31,Iyengar Group (CleanTech),888.31
af27efb8-4643-42bd-8230-574e66ebe227,3cf4db64-4dd6-4e1e-bae9-81dc94355fd8,Mody-Kari (EdTech),4864.41
a8bd0cd6-ab8d-4d44-a29a-1941eb171483,0c9466a4-fadc-4832-8b92-55ceabde6c03,Bajwa Ltd (Logistics),4275.11
f73dcd14-ccee-4205-8eee-21ccac403d7d,3aca682f-55af-4b15-946b-1e2c4faa71bd,Rastogi LLC (EdTech),1975.44
5cc9985c-5652-42e9-8a0f-695a4db82f20,e26893bf-d978-47dc-8518-83b5d3da08af,Boase-Mallick (HealthTech),3251.37
b1c66ac1-f95e-4a32-9e95-f5f37148a58d,b78f3370-d135-4392-a85e-78dbac780045,Upadhyay-Ratta (FinTech),4942.38
2812d6b5-0a13-42cf-9ffb-4950e22c6c13,2c95962a-c8e8-4a43-8597-12cb2b2de0de,"Yadav, Narula and Bala (E-Commerce)",3880.49
f83d1ab4-4aac-4358-b83a-684e3e6d0b23,425bc529-ed9a-4814-8de5-602c758dd831,Lal and Sons (E-Commerce),4697.61
d0088d27-5f36-4ec5-982c-f8c0e60d22bb,bc1519cc-5bf0-4881-ac38-37bfe1d70f44,"Lanka, Barad and Chopra (Gaming)",4638.39
7f9bff88-ff73-40dd-bd52-be8a70e12a91,9a8d5d06-8e7e-4b0a-ab99-1664875a8c23,"Saraf, Pai and Murthy (CleanTech)",4284.68
eeb4f191-f863-44a2-8c11-74cd69a6256c,2f3af7b0-3d56-4759-b43a-dd8294425e20,Vaidya-D’Alia (Media),3542.65
76cae63b-1d29-4fb2-878e-a4fa2e612432,4d891175-a9c6-400c-8eb8-fcf4f0132ba9,Gupta-Kumar (SaaS),3732.33
09af5791-469a-4e2f-85da-d2d5eb0dd891,b6aad9cf-3d3d-4b99-b7cf-1cd873b265a4,Sarin Inc (SaaS),4937.78
6db76370-c3d5-4baf-9037-8d12c47a8e59,7efcf4c3-6621-4213-8750-9ef7fabf57a9,"Yohannan, Hegde and Patla (Consulting)",2777.21
96dc6344-b793-4bb1-bf81-e8670a27580b,cc718848-6263-4ffe-9cb5-aba30c32c0cd,Boase-Narayanan (Media),347.92
4c240e19-9c98-442e-8b47-3a46354de62f,9cd9a2fd-8cc4-4418-89b3-59c73d39cc36,"Murthy, Dash and Mital (Logistics)",1390.23
0adc1b24-6f59-4d17-bdd5-842eb307e89c,4df945cf-dd22-416a-b1bf-2b4f0a9d59b6,"More, Rege and Narain (Media)",4687.15
9f0f3a7f-3e5a-4278-a671-94a5a1e45a63,780209e0-3d19-463b-82ff-a2d77408488d,Merchant-Datta (EdTech),4029.85
097cb87f-b9ae-4b81-8bfa-b2495e16c9c2,3308685d-6e16-4851-968e-2cfa54223988,Salvi Ltd (HealthTech),3341.64
6866ff52-d9f3-46f3-b212-036db7656a40,82bdacf0-3cfc-4c9d-9162-84aa1695698e,Ghosh-Mitra (SaaS),4924.37
6afef810-3ff7-4afb-b5b9-0d7187e869e3,b6e30e39-5ab7-456f-9195-719e7ec7d85b,Acharya-Modi (Consulting),2072.66
a3745af0-26a3-4e6b-b22d-c9213efb1891,5d044d71-5898-4009-aae2-6a1db3a7ff4e,Kade-Sani (Logistics),2372.92
7f421902-75c5-4cf1-b1e4-467527e06df9,0ced5147-9fac-4295-9a2b-d6ee42351827,"Nagy, Shroff and Sathe (Logistics)",4255.18
eaad50d8-e6b9-460e-9199-3c277e0b698a,04770405-0cf8-4f88-80f9-600b53eed83d,Kala-Vaidya (Gaming),4001.08
a9d0a29f-485e-4d99-b935-53f7eadfeaea,11aee8de-6bf4-42e6-9033-f67df52942b1,Gara-Chad (E-Commerce),4069.89
e091c1a9-2d15-41f5-b0f0-3c094c6224a3,a4719d7b-3112-4b41-9f88-6f7fde8602ad,Varma-Nayak (EdTech),959.96
4c8c691b-204a-4b5b-ad8e-8011967cfbd5,947718f0-ff34-4d6a-a901-0ec904807fde,Keer Ltd (CleanTech),941.5
bcf6e795-b10b-4888-9e31-0de1257794ae,c7de8957-d700-409e-ad9f-b4ad9aa1466f,Kar-Issac (HealthTech),256.72
7c3aeb8a-b8f6-4c29-8f00-a111ad92d6ea,ada852e2-bd4c-4f25-8696-3c875acb1b60,Bakshi Inc (SaaS),3966.65
c7e574f8-e915-4ebf-a2e9-c13e72aa635c,b2936534-aa74-4fc7-8ead-4445b9eead50,Soman PLC (CleanTech),4188.38
c69445ff-e151-477a-8ba3-5e7fd2422093,e266f8ce-1548-4c29-8d10-33dd9a01f019,Shah Group (E-Commerce),4038.91
49df3798-8dd6-4ad0-a313-8b962978f5fa,fa2185bf-dc78-4a02-92ba-30e988f86f05,"Hayer, Rajagopalan and Talwar (Consulting)",2914.73
bc7f1d3e-84e6-4b77-9b9c-15364b6f6da9,9ea9c491-1ab4-47a0-8737-85c9f24649aa,Kohli-Divan (CleanTech),784.71
52f9db97-d673-470f-8bcf-3a655cacbea0,f3778602-aebb-4e5b-9668-561f7120a650,"Ahluwalia, Chhabra and Sandal (FinTech)",2347.33
c73e4242-1ce8-455a-93ee-327aff1cf3c0,d6e7e60e-f55b-41fa-9984-2a7c585fbd23,Goda Ltd (CleanTech),411.95
c025a485-0c69-4aed-bdd3-3581d4695468,1dc76909-86bd-4c9a-acc5-8cbb3713d0ed,"Shetty, Bedi and Krish (CleanTech)",2936.45
8ff4ddff-2615-42f3-b4c0-5b484225ee15,92068199-02b0-41a8-b068-4f5472a84281,Shan and Sons (SaaS),3104.02
0408440c-6a67-4eda-97dd-109496754465,09a2b57f-42c3-4efa-ae00-d95f12b4f410,Wali-Nadig (Logistics),555.34
18c997d0-0552-493e-9859-035c5f2589ec,95e52d48-ac4f-4f09-935c-bdf887481183,Thaman-Sandhu (CleanTech),3357.51
91f43145-d5ad-4c2d-83e5-34401613d294,a5e9dcc9-2e14-4b20-b01c-dbafe000e2c1,"Sehgal, Dutt and Soman (SaaS)",2688.76
78d6c671-3263-49d7-9acf-4a08ee3b497c,a014a117-cd35-4803-bd6e-f547c7641d47,Lad-Kota (Consulting),875.27
71f1ecbc-4bda-4cf9-8168-7d5d283d0697,fd96b567-d4fd-4b30-a611-fe2ab8ff5bfb,"Malhotra, Verma and Sundaram (HealthTech)",4875.92
1d404d54-2ce9-4b4f-bcbb-c3a5e95a92b3,329be7b8-fadf-4dd1-97a4-394eafed3406,"Khare, Maharaj and Sarraf (CleanTech)",269.61
729339a1-be7a-4848-b314-9d7930d8cbee,7e7412d9-7035-4d6d-8eaa-9f32945163c8,Mangal and Sons (HealthTech),2525.77
2b3c3c0c-f093-433a-8ecd-9555d0cd6daf,b2b992ca-c4b5-466c-b36a-d7e596109b1b,Nayak-Nagarajan (Gaming),4014.96
0edca8fa-1eb7-47ca-ae8a-9f67e895ef6b,ee9e9aee-64ae-49ee-8939-aca1800bd65e,"Buch, Devi and Dora (FinTech)",1377.24
0f9080f1-697e-4bdd-a515-cf8644c7ce33,ba4e0129-4f50-429b-90de-641d3963a9fb,Rajagopal Ltd (SaaS),3242.09
65a1ba36-d0d9-4546-8a43-2abd914397b7,ee9e9aee-64ae-49ee-8939-aca1800bd65e,Kala Inc (CleanTech),3071.78
8ecf8340-46f6-441e-9aa0-e5f3cc074fc7,2888401c-785d-465c-9d58-77bab4a5f38b,Reddy-Narayanan (CleanTech),4580.99
b20634af-9e13-426e-bb71-cc26b23eb808,b678abe4-73be-4dda-80ad-ece94bc5610d,"Shukla, Sagar and Bhatia (FinTech)",3494.59
0e2910e7-6101-48a0-af38-c0028c35135e,e1716b41-811d-4ee0-9e6a-f4e3144dd9df,Salvi Group (Consulting),1639.4
45e60443-080c-4824-bb66-4007d76c552b,b3e13675-3fab-459e-84d3-65ed1ea6b61d,"Bahri, Rai and Sood (SaaS)",1730.7
e926a5ae-bea0-4d48-96a9-677473d6f61d,d4c66b96-8d43-4da4-96de-521cee7acb37,Pandey LLC (Media),2821.23
0626618a-d6d7-42d8-94a4-e8e9a1a2084a,b54f78df-339e-4585-9d14-fcb095bda0b4,Saini-Yohannan (FinTech),3450.33
2aa6afae-3e41-435d-b2da-298707e769f2,0ced5147-9fac-4295-9a2b-d6ee42351827,"Kannan, Sura and Kanda (Media)",4469.0
7d807ada-9d9b-4f59-aee8-6e93c6f448eb,f9ac4a05-990d-4fa3-8130-43361fc3a206,Sarin-Sunder (Media),4691.71
c2866767-792d-4b80-ae14-095b2d6f23b4,6a1faa06-55cf-4201-ac35-7541a3377c3c,Ramachandran LLC (FinTech),2720.37
1d02438f-038d-4454-b016-e6dce0091280,6b05c97b-90de-47c8-9705-bd80c7758a56,"Ravel, Gandhi and Sibal (FinTech)",2408.87
c5a34f4d-ec1f-402a-b38f-e531a75c8343,5d340613-aaf8-46b4-8916-fa066b4c39a1,Walla Inc (Consulting),3772.85
de41a18b-518f-48fe-b31a-305a9b8921a9,939daf00-e2a9-41b2-bfa9-417f943e55d1,Bala-Chacko (SaaS),3578.15
fca57f55-c885-4697-a7b6-772d2e540636,05c04be1-b6a6-43c9-950a-fa48f00d4e6f,"Sangha, Deshmukh and Shenoy (SaaS)",3942.79
7743f34d-064e-42a9-824f-98deb8a98765,dad5b159-e293-4257-b65d-2a5e6a6b16f7,Bedi LLC (Media),339.86
757dddf0-a8dc-43f4-8d08-0590420f9da5,cd7db293-27da-4716-b094-7026482bae02,Narang-Kakar (Logistics),4910.49
45c782a1-8753-4358-bcd1-757a9c72b33c,bca2eeb1-814a-4d63-8042-b1a78f941534,Narain-Nazareth (Media),1572.78
