user_id,signup_date,cohort_month,active
a45a1691-8c83-4bcb-a2ba-8c7afaf9447f,2024-07-06,2024-07,1.0
35f9cb09-76df-46e9-9331-c3c01bf74c9e,2023-01-01,2023-01,1.0
c6e9c066-6b48-4d19-ac11-d1e4fcdc0dec,2023-04-25,2023-04,1.0
e9e24687-bf92-42da-9732-d2b141f30824,2023-11-11,2023-11,0.0
a8d35152-29d6-42dd-a704-8bc0cce38daa,2024-08-03,2024-08,1.0
722a08d4-0455-4bad-b39e-32459dbb1a12,2024-05-12,2024-05,1.0
939daf00-e2a9-41b2-bfa9-417f943e55d1,2024-06-29,2024-06,1.0
1aa7a7dc-a16d-4bcc-a82e-d7c9f53b7016,2024-05-01,2024-05,1.0
f216639f-1425-428e-954a-b2ccc3e20ebb,2024-06-24,2024-06,1.0
c8261f45-a0ed-4394-b6f2-4961a9402bc0,2023-08-05,2023-08,1.0
c1ab0081-8915-433c-8ca4-9760337339e2,2024-12-07,2024-12,0.0
938d82a3-185a-4d56-afde-29e66a9bcb69,2024-11-18,2024-11,1.0
2e8591c1-634f-439b-b7a6-45fafaf07e66,2024-06-13,2024-06,1.0
a955abe1-c93a-4e1c-b152-828f0a6b5fbf,2023-03-07,2023-03,1.0
ba7eef8f-ab5b-486b-a52c-94f1a9e1b469,2023-08-24,2023-08,
24d6c00f-de3a-4366-bc95-a225e6150d5c,2024-12-25,2024-12,1.0
491ba96d-f126-4ce9-a15d-32ddac725636,2023-02-02,2023-02,1.0
c37499b2-013b-4039-9b2f-edf1bd84aa22,2023-09-01,2023-09,1.0
d1deee62-3016-4f17-b5aa-f2771914191d,2024-07-06,2024-07,0.0
a2540c99-a23a-4c8d-9e41-1b0210a47562,2024-08-07,2024-08,1.0
50c404d9-78c7-4c6b-8e78-b063d47772dd,2024-04-29,2024-04,1.0
405c6198-0f64-4b1b-a7d3-f4bd46787251,2023-04-10,2023-04,1.0
113a8976-eebc-4126-96e8-76877dec0273,2024-02-25,2024-02,1.0
ef873c4f-ed04-4004-a7d2-8f38eed8df52,2024-11-20,2024-11,1.0
8a855133-ad82-47fa-8e95-a2591e43f165,2023-03-04,2023-03,1.0
0dd97ed9-3afa-4399-9110-cedf6dae6a0a,2023-04-22,2023-04,0.0
139b447a-5b56-40a9-b8b0-988b3fc2f0bb,2024-04-04,2024-04,0.0
87b76449-7b49-450f-a6c1-56d64859960c,2024-04-18,2024-04,0.0
d05ecc92-6681-4b14-8a6a-7762e14219a6,2024-03-29,2024-03,1.0
77b9e27f-7d20-432a-99dc-08afb99e949a,2023-04-11,2023-04,0.0
1e635ec0-e5c4-4307-95a5-d1bfeb1cfdb1,2023-01-16,2023-01,1.0
7f55a6d8-88bf-434c-8a15-7de379eae1c6,2023-08-31,2023-08,0.0
2314beee-8078-4585-b77f-02c015bd3303,2023-08-07,2023-08,1.0
15bae431-c348-4420-bd22-791acf08eceb,2023-06-18,2023-06,1.0
78d1a3ba-8669-4718-b0cb-308223ef0a6d,2023-09-29,2023-09,1.0
1332ae43-bfe6-4c3f-b882-940c940cf27a,2023-10-20,2023-10,1.0
12d8580b-295c-45a5-ab0b-f7712a5528c3,2024-07-23,2024-07,1.0
9c66100b-be69-45c5-bb9c-2859091a1087,2023-07-14,2023-07,1.0
e4f7f628-7cdd-4751-a33c-16195aaac9cf,2024-08-16,2024-08,1.0
16dff5c5-fe60-4dfb-a0f1-4b21a1bd2b27,2023-11-18,2023-11,0.0
fce9e989-3c88-434f-94e2-38e7907c54f8,2024-05-29,2024-05,1.0
be6ea6af-ce49-41f3-a78c-7a8da609acc4,2023-02-28,2023-02,1.0
6f097b0b-a37c-4f46-97a9-693726125eb3,2023-07-10,2023-07,0.0
90c9aef0-3059-4af8-b157-6ed81c5ad5df,2023-08-29,2023-08,1.0
4f81a76c-733a-4fda-af8e-e07ec093ce50,2024-08-06,2024-08,0.0
a20e433e-0252-4431-8bd2-9cfd8f180948,2024-09-26,2024-09,0.0
4b75ff00-51ec-47ac-bdae-55f557b0615d,2024-08-01,2024-08,1.0
de9c253d-32b7-4c0f-a898-2f0e8f46900e,2023-07-29,2023-07,1.0
def1517c-8ea5-4bb7-9e8a-0bf675c83846,2023-09-29,2023-09,1.0
bdad8381-5d91-4c83-bc36-6f310afa397f,2023-11-04,2023-11,1.0
d322e4fe-e377-45cc-b0fa-18fe7324c39b,2023-03-16,2023-03,0.0
b68b7f80-28f8-47a2-90af-142f80fafe47,2024-07-30,2024-07,1.0
e18fd149-7d9b-40d6-a561-10af2da2a8e1,2023-08-07,2023-08,1.0
40900e6c-f257-426f-869b-b99700a44be2,2023-12-24,2023-12,1.0
36c73ec0-a779-4a95-bca7-dc7d21c47e0b,2024-01-14,2024-01,1.0
ec6c6bbe-6ba3-42eb-94f1-cd310fe5ff56,2024-07-10,2024-07,1.0
7e50b01b-f76f-4bda-8003-0e46df537aef,2024-10-31,2024-10,1.0
c8f25ec8-7f82-41d5-92c9-e47c86058ae3,2024-07-21,2024-07,1.0
ca92210a-ab34-4d9d-8365-0f544cbcb62b,2023-05-18,2023-05,1.0
afd13ff4-1c91-4620-83af-efe669dede90,2024-07-20,2024-07,0.0
6fc8b5c6-221c-46b7-90d0-d477f56bdb48,2023-08-04,2023-08,1.0
2d92f046-f13b-4763-858d-f25d4363709e,2024-10-11,2024-10,1.0
c0b18bc4-d4dd-459c-a05c-80b755f2fbbd,2023-09-15,2023-09,1.0
634d267a-dcbe-487f-b196-ed7b633da0c6,2023-04-05,2023-04,1.0
a48bd3e4-49a6-42fe-93a1-1a20510314c5,2023-02-15,2023-02,0.0
a30e7f0c-e4fd-4334-8f54-61d9a879b210,2024-10-14,2024-10,1.0
164ed970-a3de-43e4-aa0b-4bf449f01c60,2024-03-28,2024-03,1.0
2c3384a6-9806-4c50-ba3f-2098e9de6968,2023-01-10,2023-01,0.0
4a2b1640-294c-4355-8f4f-12c8d2b80da5,2024-12-08,2024-12,1.0
f54b9a9e-9e58-4d16-8876-df4dfb1edef5,2024-01-14,2024-01,1.0
67e2472e-150b-4206-8a73-7a1d5238a625,2023-05-11,2023-05,0.0
5e171dfa-a8cf-4a85-bab5-b955a51764fa,2023-02-10,2023-02,1.0
db1ece01-744f-49a7-bc62-df1e7dcadddc,2023-09-13,2023-09,1.0
02757b29-8cd5-43c0-ae8e-e5db76010762,2024-07-27,2024-07,1.0
99c1e4c4-6406-49db-83ce-275cdd23495b,2024-09-27,2024-09,1.0
d503e451-7d33-4fde-bc74-7f9e5defd63d,2023-08-31,2023-08,1.0
eafec95e-c185-4f9f-889b-9ac0406d3b75,2023-07-01,2023-07,1.0
97d78a97-768a-4862-91ad-660cfb3b6255,2023-12-07,2023-12,1.0
40c0c1c9-b5ef-4a1e-b6d8-53dc113a0800,2024-11-16,2024-11,1.0
55d8d1cb-2162-4d47-af90-ad0b592552df,2023-10-01,2023-10,0.0
c18cc7cb-866d-4297-b149-4211b90d6851,2024-01-27,2024-01,1.0
b0aa3d75-d942-4736-8188-2c5246205060,2023-08-16,2023-08,0.0
98ef27b8-005b-4ac5-a16e-f14f2633152f,2023-12-25,2023-12,1.0
e3586853-b26c-4d19-9ad1-dbb20213410a,2023-08-22,2023-08,0.0
0c9466a4-fadc-4832-8b92-55ceabde6c03,2024-02-13,2024-02,1.0
8e46cc72-10b5-4fc6-92cf-1668ec5b8e2f,2023-10-13,2023-10,1.0
961756bd-30ef-4bb5-9e2a-e0859b3bf71b,2024-11-26,2024-11,1.0
b16dc3bf-f342-4684-a880-f90396be0525,2023-01-29,2023-01,0.0
3728b6d2-5209-4bba-8165-686d190c1150,2023-07-02,2023-07,1.0
3bcdc44b-9706-40b7-8f1f-71065ab13ebf,2023-02-09,2023-02,0.0
e9bc55aa-7be3-48eb-a835-8c27cb4c4470,2023-11-18,2023-11,1.0
b80abeae-d11c-49aa-b987-e427811b8236,2023-04-29,2023-04,1.0
31926f02-8660-4959-a4af-c77ee186d84c,2023-09-18,2023-09,0.0
0ca166d4-0b78-4fb9-9346-7f76095b0c14,2024-06-16,2024-06,1.0
1f057dd6-8f53-485d-87f7-bcb1a858f9dc,2024-11-17,2024-11,0.0
122ab7d5-1ae2-48f3-80c5-8e4c6865e523,2024-11-11,2024-11,1.0
ca198ced-f03c-407d-9a16-1a70bd518167,2024-11-10,2024-11,1.0
33b97217-b574-42b2-a9f2-8322fde1c36e,2023-11-04,2023-11,1.0
7b1c6e64-818d-44e8-802b-c3a388f2e732,2023-12-01,2023-12,1.0
124abd70-6923-4fa7-9b01-1ae4f88ecf18,2023-05-11,2023-05,0.0
dd840aa3-5ab4-47ba-a413-1f8c00ec6129,2024-01-24,2024-01,1.0
4a459333-c5f9-4fb8-96f8-48384a18818d,2024-09-22,2024-09,1.0
022b7f24-55d5-44c9-9b06-47b786789a7d,2023-01-01,2023-01,1.0
fdcbf0ea-062e-4cb6-9654-9523d98c252d,2024-08-16,2024-08,1.0
6a8b85a0-2ca4-42e9-a0ed-436338ce3cb0,2024-03-28,2024-03,1.0
59b73dbf-b0ea-411b-adf4-ce559e39a817,2024-04-29,2024-04,1.0
cf56b2d6-a088-4279-9731-4b1e34064c44,2023-06-23,2023-06,1.0
0750cf2a-638e-4964-a2fa-69c1e51f35f4,2024-11-10,2024-11,1.0
7fabf365-5e1c-4854-8c43-4551f35b528b,2023-08-29,2023-08,1.0
50e2462c-bcb5-410a-a40e-b7b14d270acf,2023-07-23,2023-07,0.0
7674ac76-7fab-47b1-8e41-e5542d4c121f,2024-05-01,2024-05,1.0
8e2c0a60-1d35-44e2-9d90-56e695897ebb,2024-04-11,2024-04,1.0
a5a4ef1d-94e5-4af5-8136-467088f1beb9,2023-07-19,2023-07,1.0
5cba35eb-4910-4ae0-9f24-9356d732310b,2024-02-14,2024-02,0.0
d6fa418f-23a1-4ba4-a946-6ef88cfc3a07,2023-01-06,2023-01,1.0
bbc96b4a-db7d-4fc3-b9cb-7667ffd206c9,2023-04-20,2023-04,1.0
c93dd947-73c9-4295-bcf1-8f626ac83498,2024-12-13,2024-12,1.0
be1b64ff-e213-4a92-a5b5-06a06283c102,2023-09-13,2023-09,1.0
7b9b4234-80f5-4878-a411-c0ff0474c2ad,2023-05-17,2023-05,1.0
60792e42-a9b8-4d7a-a53b-7a6b0f1ddb01,2024-07-26,2024-07,1.0
49695e30-5eee-41ed-b435-860f171a1323,2024-03-29,2024-03,1.0
562c8faf-8915-4740-84cf-ce570295ba3a,2024-05-31,2024-05,1.0
cce71b14-38c2-4a24-a652-ec8c6781146f,2024-04-01,2024-04,1.0
214d76cc-fb6c-4fd6-bd9e-55b85d025dce,2024-05-01,2024-05,1.0
d78a4ffd-cc62-4260-b765-80aeb69f9f56,2024-10-14,2024-10,1.0
5ae9d529-e7bb-4f68-b3ec-27b44d153137,2024-05-11,2024-05,1.0
42f5f31d-9b83-42ca-ae62-05c8298795e5,2023-03-21,2023-03,1.0
d670dfbb-9488-4283-bc3d-9a6713b2c311,2023-12-10,2023-12,1.0
574c260c-20d6-4a67-8c16-f293905a52c8,2023-05-22,2023-05,0.0
cdde1e0e-8e41-4e35-a6b6-2e2d5ae4ac9a,2023-06-06,2023-06,1.0
17fc0061-4fc5-4f80-b8cd-25cc1cd2ddde,2024-02-22,2024-02,1.0
decb47f1-a3f0-41a5-8c78-449dbe4dedb6,2023-03-05,2023-03,0.0
015ce29d-4e41-4e0d-8a80-4f8221930a47,2024-08-21,2024-08,1.0
8f2b9739-e69a-4678-934c-29dfd69b73dd,2024-08-12,2024-08,
09c3c900-579a-49d6-84ec-175c5c8a67c9,2023-12-27,2023-12,1.0
44e32334-8c8d-42bc-9bd1-013810bdedbc,2024-03-05,2024-03,1.0
6b9be458-9439-494b-a644-8b266e4526e8,2024-09-09,2024-09,1.0
4d891175-a9c6-400c-8eb8-fcf4f0132ba9,2023-10-07,2023-10,1.0
a85b4177-9bd3-4082-8559-a07084e2f334,2023-12-11,2023-12,1.0
ec4915c7-d959-40a2-b8b5-0a0a3a360b36,2023-06-19,2023-06,1.0
ec518d13-a208-4ecd-a70b-192c12ee09bd,2024-09-29,2024-09,1.0
6a1faa06-55cf-4201-ac35-7541a3377c3c,2024-08-29,2024-08,1.0
63c7c712-9029-47dc-839d-6353715a2cd7,2024-10-20,2024-10,1.0
6ebe1700-03da-4119-8504-b42f7e2a5185,2023-07-06,2023-07,0.0
621628ec-1ecb-4e33-ab07-5d002185d54d,2023-08-05,2023-08,1.0
857f75cc-867d-46cd-93b8-6ff2fc626f99,2024-01-24,2024-01,1.0
4966db0b-2c3b-46b8-94ea-34648501c7ac,2024-03-07,2024-03,1.0
edd345af-c0da-42b7-bcc8-18ea2a5e8861,2023-01-20,2023-01,1.0
74f2ca1a-beb6-4120-99bc-f464a131416d,2023-12-25,2023-12,0.0
f55f8444-575b-47f3-80c6-bd53264ce882,2024-10-29,2024-10,0.0
3245fbcb-03b8-48ba-935b-478f6803805b,2023-09-11,2023-09,0.0
d9a8d5e2-b63e-4e48-a541-08378b9d6a80,2023-06-06,2023-06,0.0
02ea33be-e9d0-4b37-9fb6-132814891ac3,2023-04-28,2023-04,1.0
94c4bb8e-f413-46a2-8c0b-e924dcafde4a,2024-12-17,2024-12,1.0
2456f111-9ec2-44ef-9a8c-b9ad95dc317c,2024-09-12,2024-09,1.0
b074a9b1-235b-46a8-b298-a6e11f117485,2023-04-28,2023-04,1.0
75b47a40-b52d-46ef-8fe2-3a8d22f50254,2023-11-15,2023-11,0.0
a7011d71-03cf-4788-a625-4f74f99bbd69,2023-11-16,2023-11,1.0
75ee97f0-c52b-47d9-8eac-a19fa141ae34,2024-01-20,2024-01,1.0
c72a3f21-c06d-479b-9e63-852dbb3722a1,2023-03-19,2023-03,1.0
13198785-bcef-4a4f-ac74-eb1e49020516,2023-09-06,2023-09,0.0
9aff4297-24ab-4950-abf0-89d454f942f6,2024-12-01,2024-12,1.0
abd2c5e4-7710-478e-a267-c78f5ce5db2d,2024-08-02,2024-08,1.0
1cd47944-f8f7-42f0-8f6b-91264aa7c9e8,2024-03-14,2024-03,1.0
223ec86b-d6ec-4577-970a-12cd4b10f975,2024-10-25,2024-10,1.0
aabc57d3-ada0-4869-990a-aa69a4f72c01,2024-05-16,2024-05,0.0
dc209850-6e34-4fd2-9338-2a094d60bff2,2024-10-12,2024-10,1.0
a4f957aa-5a43-4327-8cb9-ef3292e2463d,2023-06-06,2023-06,1.0
574bbbd8-8ba7-4ac1-ac1a-f9206b3e0ef3,2024-10-28,2024-10,1.0
68222425-d4fb-4115-ac1a-07e9b74a2213,2024-07-05,2024-07,1.0
b2b992ca-c4b5-466c-b36a-d7e596109b1b,2024-08-29,2024-08,1.0
4df040bd-c72e-489c-8b29-c398f68625d5,2023-03-30,2023-03,1.0
806cbd0c-658f-4839-8378-31f2d5774134,2024-04-20,2024-04,1.0
cfa57c4b-fa1c-4f75-a531-0d467ba00526,2023-12-11,2023-12,0.0
752a7cdc-13da-4ef2-b7c2-40ba94ca0f09,2023-07-06,2023-07,1.0
f2314761-3459-4433-9513-1217d7a6403c,2023-09-22,2023-09,1.0
3752ecc9-d6b4-4da0-a87f-0101dfbc6b8e,2024-12-19,2024-12,1.0
73192ddd-dba7-480e-a86b-8fe876ec6053,2024-06-13,2024-06,1.0
ad5c1431-88e9-4b62-a0fe-c022ef19288a,2024-02-21,2024-02,1.0
2e1ef714-dfcb-4e0e-be7a-a92f301bee57,2024-12-08,2024-12,1.0
9609c4c4-d956-4bd0-9ca4-33a86d0197fd,2024-04-03,2024-04,1.0
8d62c1f9-b0a8-4246-9568-d1e9c4acd11e,2023-08-15,2023-08,1.0
2cd6529b-e499-4691-9924-68ff8eddb2c4,2024-11-10,2024-11,1.0
e3e2276f-56fd-43c0-a707-59f4b63978b0,2024-06-27,2024-06,1.0
522423d9-ed33-453a-a8d1-dda572dde309,2024-07-17,2024-07,1.0
8d37ed64-5171-462d-b76f-4d28c5f5ad9e,2023-10-05,2023-10,1.0
99f98e78-9e5c-4d8f-b158-8053b6605a0f,2023-07-17,2023-07,1.0
e5b5f08e-54dd-492b-a979-c9975b28f23e,2024-12-07,2024-12,0.0
b89b00ea-5c4c-48f8-943c-0a1de38f80d1,2024-05-10,2024-05,1.0
daaad63f-bf41-488c-8dd7-06ebeaebfb01,2024-06-21,2024-06,1.0
36c81d8c-556e-4ab2-8801-5b21875185d2,2023-07-18,2023-07,1.0
fdd31c26-165e-4b21-bc87-cb9ffb2f350e,2023-11-06,2023-11,0.0
c910fcc3-31a0-464d-bfec-2e6ce0cc4162,2023-10-08,2023-10,0.0
ac0aa3d5-5592-4f8d-adc2-22e17e359e1c,2023-10-27,2023-10,1.0
94043762-5a0c-440f-8387-9fbdf9f52511,2024-05-17,2024-05,0.0
a00ccbe1-3e45-42a1-a0d3-d7f1a8e521ca,2023-10-19,2023-10,1.0
85b3879e-ff86-4203-bfa7-e94c07f98f8a,2023-07-08,2023-07,1.0
9c3cbd79-b610-4e2f-8d18-504d2e537774,2024-05-04,2024-05,0.0
8cad5bf1-a536-4dd6-b8ac-385533dcc2db,2024-05-18,2024-05,0.0
ce2090fa-0501-478f-91db-6c0fbefa7705,2023-02-24,2023-02,0.0
5c6dbc65-d6e5-440e-9b80-926278b88216,2023-11-08,2023-11,0.0
7c010ff2-f259-4473-8bbd-6d001fcf6c4b,2024-07-25,2024-07,1.0
95c10b0d-7778-4e14-952d-195c3bf54e32,2024-09-25,2024-09,0.0
6305eb39-13e1-4c3e-821d-0d18181eb95c,2024-04-06,2024-04,1.0
1b8c2111-b5e7-4092-878d-09c592a61dea,2024-08-25,2024-08,1.0
0d0700fc-6272-4889-a178-93802d533ae2,2024-09-27,2024-09,0.0
7a823eca-fd48-4d07-86fc-3020069f3f5c,2023-04-12,2023-04,1.0
90e7832a-ef7c-4195-aec5-5cad3e5a4a3e,2023-08-05,2023-08,1.0
f84b3edb-78e6-43ad-a765-f0e4fd0ecbb9,2023-09-03,2023-09,0.0
77ff0c7e-68ee-4c41-90ab-3e48154da9fa,2023-01-03,2023-01,1.0
7630053d-385f-4e11-a53b-e8e5ec07458f,2024-04-26,2024-04,1.0
03917011-f342-442b-a567-9d851996184b,2024-12-24,2024-12,1.0
690adeee-4f47-4ea8-84f9-2ba6a1576622,2023-03-14,2023-03,1.0
c048bd23-3cb8-451a-a03c-0dba1387910d,2024-10-02,2024-10,1.0
5b86fc39-12c6-4de5-a643-c23373fa06c8,2023-07-22,2023-07,1.0
42aa0e35-c2ad-4ea2-986e-59eb4bb06a84,2024-10-25,2024-10,0.0
2d37b916-cc56-40ae-ade4-9f575954699c,2023-05-26,2023-05,0.0
a356cbe7-309a-495f-a3bf-1503f09ffab6,2023-11-11,2023-11,1.0
44f19cda-0623-4ed8-acc0-ec6e898bcb6f,2023-10-23,2023-10,1.0
a83325d0-c4da-4b5d-90b2-811b77df2a42,2023-11-08,2023-11,1.0
abf93a04-11b2-4112-834d-20299cdb564e,2024-05-27,2024-05,1.0
8e66bda6-5755-4630-8c83-83bb80cf4048,2024-09-04,2024-09,0.0
8b875066-e24e-4086-a364-f3eb3e703757,2023-11-27,2023-11,1.0
e266f8ce-1548-4c29-8d10-33dd9a01f019,2023-08-23,2023-08,1.0
8bfac7a6-e2ce-4cf3-8968-95e686496541,2024-08-12,2024-08,1.0
27b5f00d-33e9-438c-928d-5f907885da89,2024-11-19,2024-11,1.0
857ae792-97cb-4599-9db5-f57b1f82ec55,2023-06-29,2023-06,1.0
f63181bc-46e1-4987-8c25-ef19b0253414,2023-10-12,2023-10,0.0
8110ebe8-d147-40a2-8216-476e7a1b1a46,2024-10-12,2024-10,1.0
308bfd3a-6c9f-416b-9f0e-d45246f45344,2024-04-26,2024-04,1.0
40264af4-f5dc-4f4b-95e6-7467cc7009b0,2024-11-17,2024-11,0.0
0723584c-dd8e-40be-b696-1501b2e52df2,2024-02-26,2024-02,1.0
cb104857-bbcd-4acc-90fa-45fed545a5bd,2024-02-15,2024-02,1.0
bfa9a641-404f-4f89-b9c4-9ce763b180c0,2024-04-10,2024-04,0.0
518f1a21-8e73-4e8d-9592-ffa58d3acac6,2023-04-29,2023-04,1.0
c96bdfe5-09b7-4c90-8849-9e5b00e4d08e,2024-06-10,2024-06,
c81012c7-8c2b-4fb3-8001-708f10aa6d83,2024-07-09,2024-07,1.0
0547e32d-3a31-434f-bf2d-3809a9df90c4,2024-06-14,2024-06,1.0
3d648256-c693-4a1e-9162-8f0d76bc85a2,2024-10-02,2024-10,1.0
2b1e210c-2aa1-484a-be7d-a20c9646ac2b,2023-10-01,2023-10,1.0
ee6e2009-636e-453d-89ad-531964366116,2024-03-24,2024-03,1.0
e1716b41-811d-4ee0-9e6a-f4e3144dd9df,2023-01-30,2023-01,1.0
d33d5453-5015-49a7-a7f4-28e49b33a156,2023-09-03,2023-09,1.0
699d219d-148f-4f06-9fcd-687acf413cab,2023-01-15,2023-01,1.0
47d05fe7-b36e-48d5-a60b-157f719a44f2,2023-04-27,2023-04,1.0
f1d84759-7c12-4966-8b88-49151ff85296,2023-06-07,2023-06,1.0
bd16745a-d4c0-4f68-8ceb-3d22920d4152,2024-06-05,2024-06,1.0
6aa94556-7cc3-4a65-a9d1-9fe9fe0dbb69,2024-05-09,2024-05,1.0
f82217ff-7ccd-4d62-acfc-05450333e0bb,2024-07-18,2024-07,0.0
8e8d1dd2-b6f8-48cf-9a96-79b763a101d9,2024-09-05,2024-09,1.0
f185815a-5202-4519-8b09-bc60dece9333,2023-03-13,2023-03,1.0
eba4519c-c70b-4a54-9a4d-9c0cad44ee96,2024-02-29,2024-02,1.0
a1544c80-52d9-43df-92ce-ca4d059d72d3,2023-10-01,2023-10,1.0
dd429937-dfa9-4d1f-9216-fcb3b3d0af13,2023-11-02,2023-11,1.0
5233e8e5-087e-4740-bc7d-f79c0c0f0538,2024-11-06,2024-11,1.0
641d6c24-70c6-4841-ad61-bcbc277c9288,2024-07-05,2024-07,1.0
5168331d-da58-49ff-89fc-5d4e92042000,2024-07-10,2024-07,1.0
9d7cbe5c-ea58-4125-bfb2-c44b8c92d5b8,2023-07-13,2023-07,1.0
e7bdceb8-b349-436b-ab4b-774328c7de47,2024-01-28,2024-01,0.0
595444b5-effe-4930-bf49-cef6943d8e4b,2023-02-14,2023-02,1.0
3b0556a6-97b6-485a-acee-3642cf3c930c,2024-01-26,2024-01,1.0
300bcaeb-ebad-4289-942d-92afc67de8bf,2024-10-29,2024-10,1.0
0454f326-dad6-4ea5-9405-0a631d98a71f,2023-02-07,2023-02,0.0
5849470d-273f-45f4-9d19-073040f731f2,2023-12-06,2023-12,1.0
f19a8212-a8ef-496d-aabc-284c00f858d2,2024-03-26,2024-03,0.0
a5e9dcc9-2e14-4b20-b01c-dbafe000e2c1,2023-01-16,2023-01,1.0
8455610e-49e7-48c3-ad24-9c7fff7c56b8,2024-11-01,2024-11,1.0
9b8b9971-0b88-46e6-afbf-b01fc2ded63d,2023-09-29,2023-09,1.0
4718ae0e-8039-4925-876a-8db3c2ae979c,2024-10-27,2024-10,0.0
96f2121b-5e6e-42fa-aa05-76cd860ada9b,2024-11-21,2024-11,1.0
dad515d4-7933-4755-a47a-a059b8929ae1,2023-11-21,2023-11,1.0
581e3bd1-dc86-4fc2-b951-23c5fb307e4d,2024-05-14,2024-05,1.0
2c145cbf-2723-4f72-96c1-9c43f1484117,2023-03-12,2023-03,0.0
68d80328-0d94-4849-938e-1ef66ef84a49,2023-10-22,2023-10,1.0
e4d6d9fd-4ec4-486e-b791-89bd59b2e02c,2024-03-20,2024-03,1.0
706a32ba-ee71-406d-9636-9005a9d75d58,2024-12-21,2024-12,1.0
b19ad651-79a6-4f98-8729-613daa8dea7f,2024-12-11,2024-12,1.0
d8212d53-84b4-4b48-b77b-a8ea6967d78c,2023-11-29,2023-11,1.0
