failure_id,payment_id,user_id,failure_date,failure_reason,gateway,amount,recovered,recovery_date,recovery_amount
76fc1f26-8a9f-4aa4-895e-2a109cfd1b77,da917d22-1153-4fe2-9339-16268554e111,f55ecc84-e897-46ff-a9b0-ceab797f24dd,2024-06-23,network_error,razorpay,7689.73,1,2024-06-26,7538.79
d20a4749-a664-40f4-aa32-cd65f6d4ece7,59fae72a-58ba-4ded-b818-9b523d82df5d,7289c424-a813-4b28-8e5e-b1639cf4770e,2024-07-21,network_error,razorpay,7403.08,0,,
44bd1e20-2430-482c-9aab-cbdf1a4b43d1,a136f491-c145-4d94-8a0d-43cee0d1af7f,bbe2be2b-52ad-4650-a51c-db2aee8c1a63,2024-06-09,bank_error,bank_transfer,2321.42,0,,
b52cfc6b-bf61-4979-bc30-4ba59170cb87,ef21753f-b66c-476a-9e51-50a414c93b44,7e904f32-664a-4f3f-83dd-2be93281ecc0,2023-12-20,insufficient_funds,bank_transfer,2734.41,0,,
d1f889a6-1731-42e1-873b-b349d8a6ed20,27dde712-6d72-4fa5-b907-95b1f2a351bb,a2b80028-71ae-4b38-874f-12d1672f7868,2024-11-26,invalid_card,stripe,6039.82,0,,
e46f78b8-369e-44b9-9f77-87ca883090b8,117e94ee-2dad-41be-b0d5-a091519c0b5b,297dcd3b-c948-4ac2-b1ac-8c81f2f16431,2024-11-27,invalid_card,paypal,152.07,0,,
b8c36bf8-a482-4d23-a1b0-e51a1e1dbd44,eac7eda5-e887-4c2d-8c75-e03570be03d9,84389593-d730-4426-a412-5741dce948f9,2023-11-27,fraud_detected,paypal,5675.15,1,2023-11-28,5498.75
96032acf-92a4-4f69-88d4-3666cecc4ccb,7da8bfb3-1047-457b-9727-dc203144bba1,36f52871-6a39-4105-a87f-545dab7f92ba,2023-12-02,card_declined,stripe,4048.28,1,2023-12-06,3961.01
8a8b0f12-5525-4b98-8456-1c64155ec4fb,2d58dbae-ac99-4378-b051-899511c45d5d,6911c82e-3344-4316-9e2a-1f023834ffe5,2024-02-26,fraud_detected,stripe,2919.87,1,2024-03-01,2821.46
5e6a3d8c-62e0-4347-8976-13efe5e48bd9,f896e07f-16d4-46dc-8bfe-eb7e5c9d76e0,a36f0757-eb03-443a-87ac-66de32d057fb,2024-12-26,fraud_detected,stripe,3072.89,0,,
573e5ae5-bf84-4069-8d2b-48fc43e1cd6d,2229bed6-47ca-42cb-bff6-8d6777381f12,6ff42889-a7e1-4b22-ae67-3f6a2b8e6472,2024-04-12,expired_card,stripe,3045.71,1,2024-04-13,2946.46
0d1e6499-45e4-47d7-8deb-89c5fd3948a4,d219de5b-3536-46fe-aa05-8f2ae63a5bd0,75afb03b-2bc5-4826-a467-30fa5f6d7a1c,2024-11-25,bank_error,razorpay,3478.21,0,,
7f464d6c-b299-49b7-8478-a6edadb5d604,a98b6d91-c3b5-4c1f-9a59-545719274718,537d626e-8c4e-4951-bfc2-a9352f22ec48,2024-07-17,insufficient_funds,bank_transfer,7396.08,1,2024-07-24,7325.74
caacbb06-0b5c-4113-81a0-5de4b64bd4cd,013e58fd-202a-4ce8-b075-e5b71ae9a10b,62c615fa-78e4-4ea3-a571-fcc47e371628,2024-04-23,expired_card,stripe,4744.48,1,2024-04-30,4586.98
78e63286-8e8a-49f2-9a9e-97d07e2c1fab,8bdc4341-05e4-4ae8-8bb1-01b34c622650,cbd9bd1e-0b27-4187-a6f2-c8884d8a87b1,2023-07-22,card_declined,paypal,6081.47,1,2023-07-29,5993.35
1d1d944b-9515-4c70-b0e1-b6bb1b90ac6b,d6385fb9-8428-4d93-bcf4-686845bdeb51,f3de0172-3e99-456c-9f9a-0298cb451482,2023-08-26,insufficient_funds,razorpay,7203.49,0,,
0ad2b3e8-61c9-470c-893d-bd052c214286,d7466b9f-c303-463e-a3be-7e0eb43ad42b,91cdb660-11cd-4572-898f-708eb215107c,2024-02-07,gateway_timeout,razorpay,7036.82,0,,
a47705b1-6047-4ab2-b9ef-6febe6942b15,a00b7b9c-39da-48ec-aee4-97057eaf7a76,67c04c75-ea6f-43bf-b9c8-b64c0a42ca85,2024-12-05,network_error,razorpay,7836.47,0,,
166a8e0f-3619-4e2a-a202-bfab8b7ead71,67cbc744-4a8b-4b06-b905-3aeb0c80707c,562c8faf-8915-4740-84cf-ce570295ba3a,2024-06-23,expired_card,stripe,4813.91,1,2024-06-26,4646.47
04a50d53-1793-46bd-ace7-b20445cdd6ed,3de26035-809e-4524-9059-53833b9d56ff,5a47e169-2416-4e00-8a14-9a9833a8e081,2024-11-20,bank_error,razorpay,6095.53,0,,
ed7a099a-7f79-42df-bc51-849c4ea7b9b7,26c86d20-294b-47de-aadf-339bc0dc8b05,99e74788-5497-44b6-bc9f-9f694dff201f,2023-03-14,insufficient_funds,razorpay,14638.05,0,,
82ff67de-2c18-44ae-8e44-deff175442df,095e65ca-87e2-4aa1-9460-283ada5c648f,da11c657-ca36-47f8-a55e-adb9b020cad0,2024-11-11,network_error,razorpay,6106.86,0,,
03c4b2ba-1905-4a04-b046-56fb195767a9,a7c88a12-9d15-49e8-ba3a-5ce9af1c1c5e,05cda1cf-08af-44c9-9a19-2d737575f74c,2024-08-10,invalid_card,paypal,9987.33,1,2024-08-15,9744.17
bb8452bb-2059-46d0-ad07-919a87b71547,b93ca008-8201-4f7d-82fc-ccfa0387df73,5cf3b755-86ba-448f-863c-826de99e3b1b,2024-12-11,gateway_timeout,razorpay,8849.92,0,,
86cf2826-1758-4792-889d-e50a0e649e14,ee2de19f-8f3f-4e5f-864b-fea2fc646529,011502c8-8c8b-42b4-9c24-eaa246884015,2024-05-01,network_error,paypal,6836.49,0,,
c6d91a19-7679-4e95-8c31-dddbff9a5e5c,9ac2092a-e651-44d2-ba21-33efdd8557f9,29105d49-c004-4938-bf4a-db0504739b16,2024-11-26,expired_card,stripe,5733.11,1,2024-12-02,5683.83
342a925a-55e2-4834-bcc0-9eb52d1bb2b2,df0beeee-b3ac-49b3-8814-f99016220b58,93292d54-eb84-4d34-88c6-88c44a6f24c6,2024-10-18,fraud_detected,stripe,6753.54,1,2024-10-20,6631.95
8590c75c-5043-41fa-be8d-30c39c036bc5,ed1b6d5d-ff0b-4214-9844-1a7df7d9b08d,b16dc3bf-f342-4684-a880-f90396be0525,2023-06-08,expired_card,stripe,641.41,0,,
3216fcc3-f7a4-430b-9a5f-f8b929910c67,6c103aa9-a4ed-427c-a8f1-27022ad4e36e,d47975ec-d833-4d17-9ae0-2762e5056442,2024-07-19,card_declined,stripe,2406.81,1,2024-07-21,2324.82
392b54ab-ca25-4a95-961a-d10e54c514e1,ed39d969-2d81-4a51-aff3-6a20d858551f,537d626e-8c4e-4951-bfc2-a9352f22ec48,2023-07-10,bank_error,razorpay,9052.26,0,,
fdda12db-76d8-49dd-b905-9277fee81920,b3c3d143-06d0-4219-bd30-9da447153e72,72b10968-8254-4869-8773-3e8d35dc30b1,2024-08-20,invalid_card,stripe,697.86,0,,
ec077400-51bb-431e-a1d4-1cb4befb2e59,23028ff1-8de4-49a1-9b73-a1747cebfa9c,ce04b001-ce60-4e8c-8387-4327027591ee,2023-11-08,invalid_card,stripe,9529.62,0,,
e4b33bd8-32ba-495f-8337-493df458f674,9e6f502d-13e0-4f5e-a2e4-9a1438d38efc,e0a64ce1-e0ae-432e-abb3-1ef490804ea5,2024-09-25,gateway_timeout,bank_transfer,3432.37,1,2024-09-26,3282.56
d06532c7-e0a3-43df-b4f2-5869b09973df,6ed3a051-dd91-4b4f-a626-424cb0c87a02,3eb6cc0b-72b8-4692-88ac-9060989c4a0b,2023-09-06,fraud_detected,stripe,7934.1,0,,
52eeabe4-1e6c-4647-8ece-d06a19333129,2946676d-674b-42b8-acf1-ce688e5127e5,81801f77-32a4-41dc-93b8-9304c5d91960,2024-12-09,insufficient_funds,razorpay,9272.4,0,,
b461af96-7200-49c3-be42-c8c6d52d1a5d,155deddb-8bb3-4ad9-9a1d-6b57be70e5e1,33875d83-bd46-483a-ba48-df08d25c9ab8,2024-04-04,fraud_detected,paypal,8468.94,0,,
db58adfa-2afc-4836-a38e-2d97b7ad74d8,f7249f84-2c5c-4cf8-ac8f-0198dfef16ae,595444b5-effe-4930-bf49-cef6943d8e4b,2024-03-27,expired_card,stripe,3773.9,0,,
bbfe3866-7d4b-443a-96a8-e2d5ba5a2fcf,e225072b-741d-46f5-99b0-8b1b75c19898,011502c8-8c8b-42b4-9c24-eaa246884015,2024-09-20,invalid_card,paypal,6646.47,0,,
ac040896-d1c3-431f-9cb4-cae6823f90a7,0c01ced7-efa8-4bf7-86f2-31c628733354,a4f957aa-5a43-4327-8cb9-ef3292e2463d,2024-12-23,card_declined,stripe,6072.3,0,,
b0e16fe0-8b18-41ea-b2cd-2905534cb92f,95293a68-4672-4351-b2e5-2c66d1a0ef0c,aa39221c-4d00-4f72-909f-0c6ffe33828a,2023-07-03,invalid_card,stripe,4616.44,0,,
4b2733f4-e847-41da-b690-36e61478a9a6,c662b5ff-11a9-4e4d-9a4f-b5b68feeb929,7076f59d-0444-4c22-86fc-bdfe3558b823,2024-12-10,fraud_detected,paypal,4208.02,0,,
5dcf2e49-7637-4480-8ed8-21da34021bcb,a2dfc1a9-2088-4542-946b-5138c1256763,0e213449-2a54-434d-a1c3-c202b2605e84,2023-05-22,invalid_card,stripe,2809.39,1,2023-05-23,2716.64
220b3f0e-f386-4079-ac5f-16dd865c7cd1,56cfe419-29ba-4e88-a596-4e45dcf54853,ca1fe4e4-ec07-4eec-9177-4c55c5eeb076,2024-10-10,network_error,razorpay,2249.82,0,,
c3dad9a2-12e1-4955-aaaf-740d2be90d47,70c58c09-011e-4c50-a522-1ef438185bb0,43dd84af-8a1f-4af9-818b-94bbd7bb1b66,2024-07-16,fraud_detected,stripe,8430.47,1,2024-07-22,8251.58
5967eec1-74b9-4829-b7dd-e34485ac848e,6c26a4d7-0009-461f-81d9-b93742fcffcc,dad5b159-e293-4257-b65d-2a5e6a6b16f7,2024-05-28,expired_card,stripe,4168.86,0,,
260485d2-3981-4be8-a221-ced66466bbe7,cc68e577-0cc4-4dcc-9765-26b28d7b9132,26bc6047-6067-4fd8-95b2-8c006635306a,2024-06-29,card_declined,stripe,7595.73,0,,
b7b15699-d99f-4d57-804b-a0d3fbf8eb70,1e2b792b-b8c3-4b22-bc6c-3ab6456f6568,01554139-531c-44cd-aa41-453c878f30d0,2023-06-05,expired_card,stripe,9885.66,1,2023-06-11,9423.18
5197a471-f00c-4ad8-900d-013cdc573a63,da241bc4-22ea-4b90-8204-8568b0f58427,a93675f3-dd14-4ac7-a0b8-eb980efae119,2023-02-03,fraud_detected,stripe,3492.01,0,,
f27342f2-6751-4b02-ab1a-baa2ce3ec942,6b8b5fa9-e471-4356-b49e-77da5ff969d1,6bedaecb-99c1-4eb0-bb0b-64184c4aab94,2023-06-21,invalid_card,paypal,295.13,1,2023-06-24,294.79
0cf6892b-9289-4043-8a1c-09a8f7c9d278,c7ef7a17-ff99-47b0-89d5-7119e91f2e32,17253af2-c28a-472c-a5dd-2982c72df7b9,2024-03-27,bank_error,razorpay,3352.4,1,2024-04-02,3273.76
7e07a4a5-3d79-409f-9c44-6807559b3718,80e38cd3-c704-4979-9788-0c5136e987f3,5e171dfa-a8cf-4a85-bab5-b955a51764fa,2024-02-09,invalid_card,paypal,129.54,0,,
04f2d389-200f-4001-8c2e-1382497fad3e,011739fa-4bb3-4aa0-823c-bc10439b8918,4881f31c-6827-4e69-bee5-d1b31f5a3293,2024-11-30,network_error,razorpay,9664.86,0,,
27baadcf-19c7-422c-bcdc-82dc5261e4cd,ca800589-73f1-4777-a462-b3e939b71534,2ec4b351-4d8b-4ad9-900a-e731e56a03d8,2024-11-19,gateway_timeout,bank_transfer,1248.45,1,2024-11-24,1213.73
7be3dadf-a45e-437d-8f7c-3303f2e98c00,8a03426d-20c2-4a8e-a91a-193dc977f5ff,c18cc7cb-866d-4297-b149-4211b90d6851,2024-11-24,gateway_timeout,razorpay,9799.51,0,,
e2f4557c-cf27-46ad-bd1a-40ebcbb17746,ce691ed6-03a1-4a5a-8e00-7cc40550d13d,806cbd0c-658f-4839-8378-31f2d5774134,2024-11-08,invalid_card,stripe,3226.67,0,,
4345d9ec-91b5-4934-ad96-e1a05ee9a28e,c01bdf03-6de6-4505-81bb-675bb2861678,a1544c80-52d9-43df-92ce-ca4d059d72d3,2024-10-17,gateway_timeout,razorpay,7058.37,0,,
3cb5bac2-8b85-4c27-8372-8b4d6ccfb2b1,c32a5c02-a67e-42d7-8484-338851c2ffad,7ecfe2d4-edd2-4cde-bdd9-c9972366180e,2024-06-16,network_error,razorpay,4999.75,0,,
3c28c7f7-1e91-4696-9159-601a2a91b7e6,3f26100b-359a-439e-9453-c97320f64852,7eb9ed37-9329-4f2d-95cb-f840cffa3000,2024-11-18,insufficient_funds,bank_transfer,3970.52,0,,
02e47961-67c7-4b86-8c6b-4c6ff723f677,3e3f3a59-d566-4596-b079-3eaa092c79a6,94c4bb8e-f413-46a2-8c0b-e924dcafde4a,2024-12-19,card_declined,stripe,8670.97,0,,
934163ff-a090-4732-a0db-99ab50601aff,73a2877f-ac8b-420a-a96c-2675b9a8a16d,a4c5f909-e4c6-48b9-bd59-a9224cbbf680,2024-09-10,gateway_timeout,razorpay,18624.85,1,2024-09-15,18624.83
c533604e-acc6-4523-83b6-555d0d8cbed3,83556564-ab95-4c8b-80d9-ae382c0c30cd,43dd84af-8a1f-4af9-818b-94bbd7bb1b66,2024-09-05,expired_card,stripe,605.49,0,,
dc9d93e2-deff-4a96-854c-550578820fff,1172494a-69e5-4c04-9e0e-f899ece7d3e8,35fa054a-f8ce-4dc6-a9ee-2e3341f85e85,2024-09-19,fraud_detected,stripe,21864.91,1,2024-09-21,21479.02
78e46b21-e9eb-45a4-854a-125c17fa1e20,5279cb62-d75f-436a-9869-870b241354d6,3893da21-9aa4-476b-a1a9-c61ebf366e21,2024-08-07,expired_card,stripe,3133.84,0,,
41c5a9a2-b4bc-401b-acb8-8387f476f9db,f490106d-09bf-46cc-bb59-71a59b990aac,f55f8444-575b-47f3-80c6-bd53264ce882,2024-12-12,card_declined,paypal,5559.27,0,,
b328a0ae-a049-4081-a7e0-662b52ac2f4a,505cec8f-71cc-4302-b938-8a90b95bcb6e,9cbe8d2f-cccf-476f-bca4-0a37e98144b2,2024-09-27,gateway_timeout,razorpay,8547.61,1,2024-10-02,8372.16
a7eacaa0-4034-45da-af18-24e41a64d6a8,68249d8d-c3d3-4d8d-aa72-db4f4f739c12,532f166e-3a79-4e8f-9668-be289a436bd8,2024-10-23,fraud_detected,stripe,9746.55,1,2024-10-27,9421.41
d08a595d-18a6-4c37-820b-23feff6e85b0,96711cb5-8826-422a-8f45-01a964596fa9,31b5a7ac-a345-4fbe-9d74-0bb49c220c84,2023-11-30,expired_card,stripe,9478.8,0,,
89523c9a-f806-4c6b-816b-691eae3f19bd,79650697-0dd4-4ad2-b0da-0abca6356de3,1b63b1ea-d168-4e9c-b34f-84323a907bd1,2024-12-16,card_declined,stripe,9512.6,1,2024-12-22,9481.32
6828c538-7fcb-4c16-92f9-608dda941b75,c79eea11-4bc0-4a2b-95d4-ebfea59cd2d0,b6134b68-5307-4981-b547-74b78d60258f,2024-11-23,bank_error,bank_transfer,8497.68,0,,
43a96557-6579-4330-bd6a-e4bcd500241d,0e7852a7-54b1-47a9-92a2-430bd55850fd,5b86fc39-12c6-4de5-a643-c23373fa06c8,2024-06-18,invalid_card,paypal,4057.77,1,2024-06-19,3962.82
17ac1bb2-fb2f-4e4e-bdd2-5eb173b26119,30dad2f9-9540-4e49-a77f-2a7acd8ed117,e266f8ce-1548-4c29-8d10-33dd9a01f019,2023-10-18,gateway_timeout,bank_transfer,1347.62,0,,
0af90725-db00-4df4-a6e5-96aae683699d,c5c00475-07c8-4287-abb8-0a805a6ceec2,8fd353e5-7d5f-4875-b4ef-c13cb50cb478,2024-08-08,gateway_timeout,bank_transfer,4398.85,0,,
913afb9f-564f-4db1-83b2-674e09d20fcb,9fff434f-dff2-475c-99c8-c932fc16909a,765ad023-03a3-43e3-820b-9151beabfbf9,2024-12-05,card_declined,stripe,2063.28,0,,
6ff6d6bc-df5e-4127-8450-20b22dd8ce54,52f53ee5-c943-4563-a0d4-f5a31002a45c,3d7e0abc-78e7-48ef-a323-d805fec4ea11,2024-09-11,invalid_card,stripe,2848.53,1,2024-09-14,2829.4
2461ee87-a013-4618-a2b7-387fdd7d4879,35c71fea-0762-4877-8f61-a3d10d0f7d9e,365dfdbe-adac-416f-9f63-dad857a84b78,2024-11-15,card_declined,stripe,1390.81,1,2024-11-20,1385.45
32057ded-598f-48da-99be-e9a86a3f1fcf,6c8a9a3a-cf3c-4bd8-9c2e-e95dcd225ab0,3baa6378-2f21-472d-9fb5-d2a74b0aee70,2024-08-14,network_error,paypal,7616.62,0,,
8e9a2a93-0e4c-4d9b-8e42-390f62fedd5c,53598d13-caf0-4b13-966b-604ba4472035,bf09fa85-8385-4f7f-b48f-ff9ee189ff0d,2024-12-30,card_declined,stripe,4999.76,1,2024-12-31,4863.28
1070336f-0c9d-46f3-af8e-c74149d4d2c9,ed3a0b73-02bd-4aef-bd26-ef09df45094d,2ba63206-7cd2-4d4e-8576-c0a54cea9150,2024-08-12,network_error,paypal,4607.87,1,2024-08-17,4601.8
80931650-7100-4b1d-8f1d-730793c9995a,10b462f2-3050-4dcb-a07f-bc121fea0ec5,5d92ce02-6854-482a-9220-d6e4d96beffe,2024-10-07,insufficient_funds,razorpay,9395.27,1,2024-10-10,9278.16
0d0767be-6ac5-4f78-8daf-3909b5431e8b,e38f64f4-3fce-4f39-9326-df9281faa600,f18996a8-407e-4793-9570-a1f944efdba2,2024-06-24,card_declined,stripe,215.71,0,,
cf28125c-fb5e-4090-bcdb-cf86fc858e92,1615887c-0cdc-49bf-b806-da5cc517bffd,070e81d9-1f0a-43a8-b0d2-f7a82ce7e231,2024-11-05,card_declined,stripe,7657.11,0,,
00621bef-0c36-43b3-b88c-a3124152bd8f,c65b2c65-cde6-4c2d-abc4-6b1128ce721d,33670646-5284-490d-9f31-5f75708e0069,2024-12-09,bank_error,razorpay,1503.17,0,,
82b535e1-b19e-4870-8dd6-a53c3fb95e6e,594f1fca-cc32-4ceb-b019-0d4ecf32ad65,78e53064-2f8b-4000-9d3f-d945e76b6e9f,2024-08-24,card_declined,stripe,8244.57,1,2024-08-31,8117.03
9cbcfe2e-d85b-43b3-b5de-af1182c2cee0,ff3927d0-6d4c-4d14-86fb-a600e0683aa4,6b5b7780-f54f-4e1d-b530-286c983918a3,2024-11-08,card_declined,stripe,3548.02,0,,
61b64379-41af-49fc-a005-78d76308b9a1,c558eb36-83c4-4247-b231-c42e13022de3,e284ebc4-d934-4f40-89f9-f4c5c3ba8cf6,2024-04-20,bank_error,razorpay,8130.79,0,,
2fe8037d-c8ea-4d2f-9f00-a6515c92c210,7a6f71f1-e562-403c-8e45-87270aeeb858,b2b93495-a13f-43e5-8d22-9a1749e90450,2024-09-30,expired_card,stripe,12799.38,1,2024-10-05,12439.61
b89cd400-4636-42c5-a533-6021c77ea0dc,c3f675fe-1367-48b8-8a13-fe0f44b4433d,8e2c0a60-1d35-44e2-9d90-56e695897ebb,2024-04-17,bank_error,razorpay,1581.2,0,,
0da810a2-d813-479e-b9e9-b71e6f23c1b2,e869c66d-9428-4b0b-be0e-db21d04e39b6,f407d9fd-b229-45be-a7ee-4df3bc4ae42a,2024-11-12,gateway_timeout,razorpay,9198.59,1,2024-11-18,8968.83
8827b079-e08e-490a-bc48-3a1886b41052,882afea1-ac82-46bf-813d-eda39adde119,345ddded-0aa5-4781-921b-03bc642a5079,2024-10-11,fraud_detected,stripe,7283.31,0,,
499b8081-52d1-470c-80d2-78747fa1fd95,01fb1311-3d75-47c3-8be6-de744d69deb7,e540e77c-707f-45a1-b185-47e74bc22384,2023-07-11,fraud_detected,stripe,5084.43,0,,
df9cee1e-2099-45bb-8fe7-8c0ed0e139cd,eb6ce798-2834-4ef2-a473-d723b313e855,c88de7f8-0ea3-4a46-b251-539e5f07d696,2024-04-24,expired_card,stripe,7915.64,0,,
2f72a8cf-1001-4d63-824d-9d858761e1e7,c1d8f223-5732-4ff3-8686-087763011d7c,99f98e78-9e5c-4d8f-b158-8053b6605a0f,2024-09-05,fraud_detected,stripe,24146.29,0,,
